策略,方向,入场时间,出场时间,入场价,出场价,初始止损,最终止损,目标价,强平价,杠杆,保证金比例,保证金U,名义仓位U,盈亏U,收益率,入场前权益,出场后权益,出场原因,持仓小时,备注
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2022-07-20 00:00,2022-07-23 20:00,23130.51,22188.79,21458.50,22191.01,28146.54,20528.33,8,10%,110.47,883.77,-36.85,-3.34%,1104.71,1067.86,跟踪止损,92.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2022-07-27 00:00,2022-07-28 02:00,20746.23,21890.12,21887.93,21887.93,17321.12,23080.18,8,10%,106.79,854.29,-47.98,-4.49%,1067.86,1019.88,初始止损,26.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2022-07-31 00:00,2022-08-01 06:15,24532.45,23282.67,23285.00,23285.00,28274.82,21772.55,8,10%,101.99,815.90,-42.36,-4.15%,1019.88,977.52,初始止损,30.25,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2022-08-20 08:00,2022-08-24 08:00,20833.12,21527.55,21945.49,21945.49,17496.00,23176.84,8,10%,97.75,782.02,-26.86,-2.75%,977.52,950.66,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2022-08-27 08:00,2022-08-31 08:00,20234.48,19815.48,21165.37,20661.41,17441.80,22510.85,8,10%,95.07,760.53,15.00,1.58%,950.66,965.65,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2022-09-09 20:00,2022-09-13 20:00,20939.29,22524.05,20004.96,21553.71,23742.28,18583.62,8,10%,96.57,772.52,57.67,5.97%,965.65,1023.32,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2022-09-19 12:00,2022-09-19 22:30,18772.92,19294.31,19637.01,19292.38,16180.67,20884.88,8,10%,102.33,818.65,-23.57,-2.30%,1023.32,999.75,跟踪止损,10.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2022-10-13 20:00,2022-10-13 23:15,18750.82,18705.05,19235.15,18703.18,17297.86,20860.29,8,10%,99.98,799.80,1.15,0.12%,999.75,1000.90,跟踪止损,3.25,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2022-10-26 04:00,2022-10-28 04:15,20278.13,20352.27,19740.40,20354.30,21891.30,17996.84,8,10%,100.09,800.72,2.13,0.21%,1000.90,1003.03,跟踪止损,48.25,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2022-11-05 12:00,2022-11-07 14:15,21450.04,20751.50,20753.57,20753.57,23539.46,19036.91,8,10%,100.30,802.42,-26.92,-2.68%,1003.03,976.11,初始止损,50.25,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2022-11-08 16:00,2022-11-09 00:00,19791.32,20166.92,20551.62,20164.90,17510.43,22017.84,8,10%,97.61,780.89,-15.61,-1.60%,976.11,960.50,跟踪止损,8.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2022-11-09 04:00,2022-11-10 21:30,18250.27,17216.05,19640.46,17214.33,14079.71,20303.43,8,10%,96.05,768.40,42.80,4.46%,960.50,1003.30,跟踪止损,41.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2022-11-22 04:00,2022-11-22 21:45,15724.73,16197.20,16332.72,16195.58,13900.74,17493.76,8,10%,100.33,802.64,-24.93,-2.48%,1003.30,978.37,跟踪止损,17.75,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2022-12-15 00:00,2022-12-15 03:00,18053.11,17905.53,17668.44,17907.32,19207.11,16022.13,8,10%,97.84,782.69,-7.18,-0.73%,978.37,971.19,跟踪止损,3.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2022-12-17 04:00,2022-12-20 10:30,16865.01,16866.70,17396.82,16865.01,15269.59,18762.33,8,10%,97.12,776.95,-0.85,-0.09%,971.19,970.34,保本止损,78.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2022-12-29 08:00,2022-12-31 05:00,16548.54,16669.40,16814.79,16667.74,15749.81,18410.26,8,10%,97.03,776.27,-6.45,-0.66%,970.34,963.89,跟踪止损,45.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2023-01-09 08:00,2023-01-10 07:00,17131.61,17133.72,16918.49,17135.44,17770.99,15204.31,8,10%,96.39,771.11,-0.68,-0.07%,963.89,963.21,跟踪止损,23.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2023-01-11 04:00,2023-01-12 08:45,17430.74,18203.37,17172.59,17684.92,18205.19,15469.78,8,10%,96.32,770.57,33.37,3.46%,963.21,996.58,目标止盈,28.75,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2023-01-12 12:00,2023-01-14 04:15,18224.42,19418.51,17825.75,18914.18,19420.45,16174.17,8,10%,99.66,797.26,51.41,5.16%,996.58,1047.99,目标止盈,40.25,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2023-01-14 08:00,2023-01-14 17:15,19930.89,20664.29,19217.88,20666.35,22069.92,17688.67,8,10%,104.80,838.39,30.00,2.86%,1047.99,1077.99,跟踪止损,9.25,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2023-01-21 08:00,2023-01-25 08:00,22669.27,22630.74,21743.71,22233.89,25445.94,20118.97,8,10%,107.80,862.39,-2.33,-0.22%,1077.99,1075.66,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2023-01-30 04:00,2023-01-30 17:30,23906.19,23133.03,23135.35,23135.35,26218.72,21216.74,8,10%,107.57,860.53,-28.68,-2.67%,1075.66,1046.99,初始止损,13.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2023-02-10 08:00,2023-02-14 08:00,21799.92,21780.48,22564.04,22298.33,19507.55,24252.41,8,10%,104.70,837.59,-0.09,-0.01%,1046.99,1046.89,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2023-02-16 04:00,2023-02-17 05:30,23328.13,24360.22,22614.96,24362.65,25467.64,20703.72,8,10%,104.69,837.52,36.20,3.46%,1046.89,1083.09,跟踪止损,25.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2023-03-09 08:00,2023-03-10 18:30,21710.43,19743.74,22366.65,20582.34,19741.77,24152.85,8,10%,108.31,866.47,77.66,7.17%,1083.09,1160.76,目标止盈,34.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2023-03-10 20:00,2023-03-11 09:30,19760.62,20625.41,20623.35,20623.35,17172.45,21983.69,8,10%,116.08,928.61,-41.59,-3.58%,1160.76,1119.17,初始止损,13.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2023-03-14 00:00,2023-03-15 03:00,24019.50,24593.10,22500.28,24595.56,28577.15,21317.31,8,10%,111.92,895.34,20.47,1.83%,1119.17,1139.64,跟踪止损,27.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2023-03-17 20:00,2023-03-21 20:00,26920.29,28040.40,25213.75,26365.31,32039.92,23891.76,8,10%,113.96,911.72,37.00,3.25%,1139.64,1176.65,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2023-03-23 00:00,2023-03-23 03:00,28595.96,27240.99,27243.71,27243.71,32652.70,25378.91,8,10%,117.66,941.32,-45.52,-3.87%,1176.65,1131.13,初始止损,3.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2023-04-11 08:00,2023-04-12 23:00,29642.96,29640.00,28849.09,29642.96,32024.59,26308.13,8,10%,113.11,904.90,-1.00,-0.09%,1131.13,1130.13,保本止损,39.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2023-04-14 12:00,2023-04-17 08:30,30709.57,29820.66,29823.65,29823.65,33367.34,27254.74,8,10%,113.01,904.10,-27.06,-2.39%,1130.13,1103.07,初始止损,68.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2023-04-21 04:00,2023-04-25 04:00,28106.09,27386.14,29170.21,28106.09,24913.72,31268.02,8,10%,110.31,882.46,21.73,1.97%,1103.07,1124.80,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2023-04-27 00:00,2023-04-27 03:30,29819.08,28705.75,28708.63,28708.63,33150.45,26464.43,8,10%,112.48,899.84,-34.48,-3.07%,1124.80,1090.32,初始止损,3.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2023-05-12 12:00,2023-05-14 23:00,26588.84,27150.39,27671.96,27147.68,23339.47,29580.09,8,10%,109.03,872.26,-19.30,-1.77%,1090.32,1071.02,跟踪止损,59.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2023-06-21 04:00,2023-06-22 00:15,27984.90,30598.59,27112.65,28966.18,30601.65,24836.60,8,10%,107.10,856.82,79.13,7.39%,1071.02,1150.15,目标止盈,20.25,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2023-06-22 04:00,2023-06-26 04:00,30121.51,30432.86,28901.64,30121.51,33781.14,26732.84,8,10%,115.01,920.12,8.59,0.75%,1150.15,1158.73,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做多,2023-07-14 04:00,2023-07-15 01:45,31624.16,30731.03,30734.10,30734.10,34294.34,28066.44,8,10%,115.87,926.99,-27.09,-2.34%,1158.73,1131.64,初始止损,21.75,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_8x_10%,做空,2023-08-17 12:00,2023-08-18 05:30,28652.93,27196.68,29139.26,28114.42,27193.96,31876.39,8,10%,113.16,905.31,45.13,3.99%,1131.64,1176.77,目标止盈,17.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
