score,??,??,??,??,??,PF,????,????,????,????,????,????,????,??,???,??R
-29.6683,??????_w40_ATR3.0_RSI52/48_8x_10%_3.5R_???,15,26.67,4.61,13.63,1.16,82.89,-25.95,6,6,0.41,14.61,-6.52,8,0.1,3.5
-29.6683,??????_w40_ATR3.0_RSI54/46_8x_10%_3.5R_???,15,26.67,4.61,13.63,1.16,82.89,-25.95,6,6,0.41,14.61,-6.52,8,0.1,3.5
-29.6683,??????_w40_ATR3.0_RSI56/44_8x_10%_3.5R_???,15,26.67,4.61,13.63,1.16,82.89,-25.95,6,6,0.41,14.61,-6.52,8,0.1,3.5
-29.8593,??????_w40_ATR2.2_RSI52/48_8x_12%_3.2R_???,31,29.03,12.03,18.05,1.18,86.23,-29.81,6,13,5.89,24.78,-0.33,8,0.12,3.2
-29.8593,??????_w40_ATR2.2_RSI54/46_8x_12%_3.2R_???,31,29.03,12.03,18.05,1.18,86.23,-29.81,6,13,5.89,24.78,-0.33,8,0.12,3.2
-29.8593,??????_w40_ATR2.2_RSI56/44_8x_12%_3.2R_???,31,29.03,12.03,18.05,1.18,86.23,-29.81,6,13,5.89,24.78,-0.33,8,0.12,3.2
-30.4033,??????_w45_ATR2.2_RSI52/48_10x_8%_3.2R_???,32,28.12,5.37,15.72,1.1,68.14,-24.33,6,13,5.28,21.05,-4.66,10,0.08,3.2
-30.4033,??????_w45_ATR2.2_RSI54/46_10x_8%_3.2R_???,32,28.12,5.37,15.72,1.1,68.14,-24.33,6,13,5.28,21.05,-4.66,10,0.08,3.2
-30.4033,??????_w45_ATR2.2_RSI56/44_10x_8%_3.2R_???,32,28.12,5.37,15.72,1.1,68.14,-24.33,6,13,5.28,21.05,-4.66,10,0.08,3.2
-30.4033,??????_w45_ATR2.2_RSI52/48_8x_10%_3.2R_???,32,28.12,5.37,15.72,1.1,68.14,-24.33,6,13,5.28,21.05,-4.66,8,0.1,3.2
-30.4033,??????_w45_ATR2.2_RSI54/46_8x_10%_3.2R_???,32,28.12,5.37,15.72,1.1,68.14,-24.33,6,13,5.28,21.05,-4.66,8,0.1,3.2
-30.4033,??????_w45_ATR2.2_RSI56/44_8x_10%_3.2R_???,32,28.12,5.37,15.72,1.1,68.14,-24.33,6,13,5.28,21.05,-4.66,8,0.1,3.2
-30.4873,??????_w40_ATR2.4_RSI52/48_12x_8%_3R_???,26,30.77,10.57,15.35,1.19,81.32,-30.27,4,13,3.04,27.02,-0.45,12,0.08,3.0
-30.4873,??????_w40_ATR2.4_RSI54/46_12x_8%_3R_???,26,30.77,10.57,15.35,1.19,81.32,-30.27,4,13,3.04,27.02,-0.45,12,0.08,3.0
-30.4873,??????_w40_ATR2.4_RSI56/44_12x_8%_3R_???,26,30.77,10.57,15.35,1.19,81.32,-30.27,4,13,3.04,27.02,-0.45,12,0.08,3.0
-30.6913,??????_w40_ATR2.6_RSI52/48_10x_9%_2.8R_???,24,29.17,0.72,16.76,1.01,72.59,-29.47,5,12,10.78,26.07,-2.2,10,0.09,2.8
-30.6913,??????_w40_ATR2.6_RSI54/46_10x_9%_2.8R_???,24,29.17,0.72,16.76,1.01,72.59,-29.47,5,12,10.78,26.07,-2.2,10,0.09,2.8
-30.6913,??????_w40_ATR2.6_RSI56/44_10x_9%_2.8R_???,24,29.17,0.72,16.76,1.01,72.59,-29.47,5,12,10.78,26.07,-2.2,10,0.09,2.8
-30.8094,??????_w40_ATR2.6_RSI52/48_8x_12%_2.8R_???,24,29.17,0.57,17.8,1.01,77.16,-31.44,5,12,12.17,27.03,-2.45,8,0.12,2.8
-30.8094,??????_w40_ATR2.6_RSI54/46_8x_12%_2.8R_???,24,29.17,0.57,17.8,1.01,77.16,-31.44,5,12,12.17,27.03,-2.45,8,0.12,2.8
-30.8094,??????_w40_ATR2.6_RSI56/44_8x_12%_2.8R_???,24,29.17,0.57,17.8,1.01,77.16,-31.44,5,12,12.17,27.03,-2.45,8,0.12,2.8
-30.9739,??????_w50_ATR2.4_RSI52/48_12x_9%_3.2R_???,29,27.59,2.18,17.15,1.03,83.16,-30.64,5,9,4.9,17.15,-10.77,12,0.09,3.2
-30.9739,??????_w50_ATR2.4_RSI54/46_12x_9%_3.2R_???,29,27.59,2.18,17.15,1.03,83.16,-30.64,5,9,4.9,17.15,-10.77,12,0.09,3.2
-30.9739,??????_w50_ATR2.4_RSI56/44_12x_9%_3.2R_???,29,27.59,2.18,17.15,1.03,83.16,-30.64,5,9,4.9,17.15,-10.77,12,0.09,3.2
-31.0319,??????_w40_ATR2.4_RSI52/48_8x_12%_3R_???,26,30.77,10.57,15.35,1.19,81.32,-30.27,4,13,2.8,27.2,-0.45,8,0.12,3.0
-31.0319,??????_w40_ATR2.4_RSI54/46_8x_12%_3R_???,26,30.77,10.57,15.35,1.19,81.32,-30.27,4,13,2.8,27.2,-0.45,8,0.12,3.0
-31.0319,??????_w40_ATR2.4_RSI56/44_8x_12%_3R_???,26,30.77,10.57,15.35,1.19,81.32,-30.27,4,13,2.8,27.2,-0.45,8,0.12,3.0
-31.3824,??????_w40_ATR2.6_RSI52/48_10x_10%_2.6R_???,29,31.03,2.36,18.48,1.03,78.99,-34.37,5,12,11.62,27.45,-0.5,10,0.1,2.6
-31.3824,??????_w40_ATR2.6_RSI54/46_10x_10%_2.6R_???,29,31.03,2.36,18.48,1.03,78.99,-34.37,5,12,11.62,27.45,-0.5,10,0.1,2.6
-31.3824,??????_w40_ATR2.6_RSI56/44_10x_10%_2.6R_???,29,31.03,2.36,18.48,1.03,78.99,-34.37,5,12,11.62,27.45,-0.5,10,0.1,2.6
-31.4869,??????_w45_ATR2.2_RSI52/48_8x_11%_3.2R_???,32,28.12,5.58,17.17,1.09,74.64,-26.78,6,13,5.6,22.94,-5.28,8,0.11,3.2
-31.4869,??????_w45_ATR2.2_RSI54/46_8x_11%_3.2R_???,32,28.12,5.58,17.17,1.09,74.64,-26.78,6,13,5.6,22.94,-5.28,8,0.11,3.2
-31.4869,??????_w45_ATR2.2_RSI56/44_8x_11%_3.2R_???,32,28.12,5.58,17.17,1.09,74.64,-26.78,6,13,5.6,22.94,-5.28,8,0.11,3.2
-31.9281,??????_w50_ATR2.4_RSI52/48_10x_11%_3.2R_???,29,27.59,2.14,17.44,1.03,84.5,-31.17,5,9,4.95,17.44,-10.99,10,0.11,3.2
-31.9281,??????_w50_ATR2.4_RSI54/46_10x_11%_3.2R_???,29,27.59,2.14,17.44,1.03,84.5,-31.17,5,9,4.95,17.44,-10.99,10,0.11,3.2
-31.9281,??????_w50_ATR2.4_RSI56/44_10x_11%_3.2R_???,29,27.59,2.14,17.44,1.03,84.5,-31.17,5,9,4.95,17.44,-10.99,10,0.11,3.2
-31.9672,??????_w40_ATR2.2_RSI52/48_10x_10%_3.2R_???,31,29.03,12.36,18.74,1.18,89.77,-31.11,6,13,6.01,25.69,-0.45,10,0.1,3.2
-31.9672,??????_w40_ATR2.2_RSI54/46_10x_10%_3.2R_???,31,29.03,12.36,18.74,1.18,89.77,-31.11,6,13,6.01,25.69,-0.45,10,0.1,3.2
-31.9672,??????_w40_ATR2.2_RSI56/44_10x_10%_3.2R_???,31,29.03,12.36,18.74,1.18,89.77,-31.11,6,13,6.01,25.69,-0.45,10,0.1,3.2
-31.9845,??????_w35_ATR2.2_RSI52/48_8x_8%_3.2R_???,32,28.12,6.03,12.34,1.13,56.53,-19.5,6,14,1.99,19.18,-2.32,8,0.08,3.2
-31.9845,??????_w35_ATR2.2_RSI54/46_8x_8%_3.2R_???,32,28.12,6.03,12.34,1.13,56.53,-19.5,6,14,1.99,19.18,-2.32,8,0.08,3.2
-31.9845,??????_w35_ATR2.2_RSI56/44_8x_8%_3.2R_???,32,28.12,6.03,12.34,1.13,56.53,-19.5,6,14,1.99,19.18,-2.32,8,0.08,3.2
-32.0828,??????_w35_ATR3.0_RSI52/48_8x_7%_3.5R_???,16,25.0,0.75,12.24,1.03,58.45,-18.86,7,6,0.52,10.4,-6.97,8,0.07,3.5
-32.0828,??????_w35_ATR3.0_RSI54/46_8x_7%_3.5R_???,16,25.0,0.75,12.24,1.03,58.45,-18.86,7,6,0.52,10.4,-6.97,8,0.07,3.5
-32.0828,??????_w35_ATR3.0_RSI56/44_8x_7%_3.5R_???,16,25.0,0.75,12.24,1.03,58.45,-18.86,7,6,0.52,10.4,-6.97,8,0.07,3.5
-32.1906,??????_w45_ATR3.0_RSI52/48_10x_8%_3.5R_???,16,25.0,2.97,13.63,1.1,84.97,-25.85,6,6,0.41,14.61,-9.78,10,0.08,3.5
-32.1906,??????_w45_ATR3.0_RSI54/46_10x_8%_3.5R_???,16,25.0,2.97,13.63,1.1,84.97,-25.85,6,6,0.41,14.61,-9.78,10,0.08,3.5
-32.1906,??????_w45_ATR3.0_RSI56/44_10x_8%_3.5R_???,16,25.0,2.97,13.63,1.1,84.97,-25.85,6,6,0.41,14.61,-9.78,10,0.08,3.5
-32.1906,??????_w45_ATR3.0_RSI52/48_8x_10%_3.5R_???,16,25.0,2.97,13.63,1.1,84.97,-25.85,6,6,0.41,14.61,-9.78,8,0.1,3.5
-32.1906,??????_w45_ATR3.0_RSI54/46_8x_10%_3.5R_???,16,25.0,2.97,13.63,1.1,84.97,-25.85,6,6,0.41,14.61,-9.78,8,0.1,3.5
-32.1906,??????_w45_ATR3.0_RSI56/44_8x_10%_3.5R_???,16,25.0,2.97,13.63,1.1,84.97,-25.85,6,6,0.41,14.61,-9.78,8,0.1,3.5
-32.4375,??????_w45_ATR2.2_RSI52/48_10x_9%_3.2R_???,32,28.12,5.62,17.53,1.09,76.25,-27.39,6,13,5.68,23.4,-5.44,10,0.09,3.2
-32.4375,??????_w45_ATR2.2_RSI54/46_10x_9%_3.2R_???,32,28.12,5.62,17.53,1.09,76.25,-27.39,6,13,5.68,23.4,-5.44,10,0.09,3.2
-32.4375,??????_w45_ATR2.2_RSI56/44_10x_9%_3.2R_???,32,28.12,5.62,17.53,1.09,76.25,-27.39,6,13,5.68,23.4,-5.44,10,0.09,3.2
-32.4685,??????_w40_ATR2.2_RSI52/48_12x_8%_3.2R_???,31,29.03,12.03,18.05,1.18,86.23,-29.81,6,13,4.71,25.62,-0.33,12,0.08,3.2
-32.4685,??????_w40_ATR2.2_RSI54/46_12x_8%_3.2R_???,31,29.03,12.03,18.05,1.18,86.23,-29.81,6,13,4.71,25.62,-0.33,12,0.08,3.2
-32.4685,??????_w40_ATR2.2_RSI56/44_12x_8%_3.2R_???,31,29.03,12.03,18.05,1.18,86.23,-29.81,6,13,4.71,25.62,-0.33,12,0.08,3.2
-32.6548,??????_w50_ATR2.4_RSI52/48_12x_9%_3.5R_???,28,25.0,0.35,21.03,1.01,88.03,-29.17,6,8,9.81,17.15,-17.12,12,0.09,3.5
-32.6548,??????_w50_ATR2.4_RSI54/46_12x_9%_3.5R_???,28,25.0,0.35,21.03,1.01,88.03,-29.17,6,8,9.81,17.15,-17.12,12,0.09,3.5
-32.6548,??????_w50_ATR2.4_RSI56/44_12x_9%_3.5R_???,28,25.0,0.35,21.03,1.01,88.03,-29.17,6,8,9.81,17.15,-17.12,12,0.09,3.5
-32.8415,??????_w40_ATR3.0_RSI52/48_12x_7%_3.5R_???,15,26.67,4.74,14.26,1.16,86.62,-27.19,6,6,0.01,15.6,-6.91,12,0.07,3.5
-32.8415,??????_w40_ATR3.0_RSI54/46_12x_7%_3.5R_???,15,26.67,4.74,14.26,1.16,86.62,-27.19,6,6,0.01,15.6,-6.91,12,0.07,3.5
-32.8415,??????_w40_ATR3.0_RSI56/44_12x_7%_3.5R_???,15,26.67,4.74,14.26,1.16,86.62,-27.19,6,6,0.01,15.6,-6.91,12,0.07,3.5
-33.0003,??????_w35_ATR2.2_RSI52/48_10x_7%_3.2R_???,32,28.12,6.4,13.43,1.13,61.69,-21.36,6,14,2.05,20.8,-2.64,10,0.07,3.2
-33.0003,??????_w35_ATR2.2_RSI54/46_10x_7%_3.2R_???,32,28.12,6.4,13.43,1.13,61.69,-21.36,6,14,2.05,20.8,-2.64,10,0.07,3.2
-33.0003,??????_w35_ATR2.2_RSI56/44_10x_7%_3.2R_???,32,28.12,6.4,13.43,1.13,61.69,-21.36,6,14,2.05,20.8,-2.64,10,0.07,3.2
-33.0139,??????_w50_ATR2.2_RSI52/48_8x_8%_3.2R_???,34,26.47,1.07,12.75,1.02,51.33,-18.05,6,13,4.75,16.99,-6.89,8,0.08,3.2
-33.0139,??????_w50_ATR2.2_RSI54/46_8x_8%_3.2R_???,34,26.47,1.07,12.75,1.02,51.33,-18.05,6,13,4.75,16.99,-6.89,8,0.08,3.2
-33.0139,??????_w50_ATR2.2_RSI56/44_8x_8%_3.2R_???,34,26.47,1.07,12.75,1.02,51.33,-18.05,6,13,4.75,16.99,-6.89,8,0.08,3.2
-33.2181,??????_w45_ATR2.2_RSI52/48_12x_7%_3.2R_???,32,28.12,5.48,16.45,1.09,71.4,-25.56,6,13,4.43,22.75,-4.97,12,0.07,3.2
-33.2181,??????_w45_ATR2.2_RSI54/46_12x_7%_3.2R_???,32,28.12,5.48,16.45,1.09,71.4,-25.56,6,13,4.43,22.75,-4.97,12,0.07,3.2
-33.2181,??????_w45_ATR2.2_RSI56/44_12x_7%_3.2R_???,32,28.12,5.48,16.45,1.09,71.4,-25.56,6,13,4.43,22.75,-4.97,12,0.07,3.2
-33.2902,??????_w40_ATR2.4_RSI52/48_10x_10%_3R_???,26,30.77,10.87,15.95,1.19,84.59,-31.56,4,13,2.78,28.18,-0.53,10,0.1,3.0
-33.2902,??????_w40_ATR2.4_RSI54/46_10x_10%_3R_???,26,30.77,10.87,15.95,1.19,84.59,-31.56,4,13,2.78,28.18,-0.53,10,0.1,3.0
-33.2902,??????_w40_ATR2.4_RSI56/44_10x_10%_3R_???,26,30.77,10.87,15.95,1.19,84.59,-31.56,4,13,2.78,28.18,-0.53,10,0.1,3.0
-33.3469,??????_w35_ATR2.2_RSI52/48_8x_9%_3.2R_???,32,28.12,6.52,13.8,1.13,63.41,-21.98,6,14,2.06,21.34,-2.76,8,0.09,3.2
-33.3469,??????_w35_ATR2.2_RSI54/46_8x_9%_3.2R_???,32,28.12,6.52,13.8,1.13,63.41,-21.98,6,14,2.06,21.34,-2.76,8,0.09,3.2
-33.3469,??????_w35_ATR2.2_RSI56/44_8x_9%_3.2R_???,32,28.12,6.52,13.8,1.13,63.41,-21.98,6,14,2.06,21.34,-2.76,8,0.09,3.2
-33.4186,??????_w35_ATR3.0_RSI52/48_8x_8%_3.5R_???,16,25.0,0.68,13.89,1.03,66.01,-21.44,7,6,0.51,11.82,-8.05,8,0.08,3.5
-33.4186,??????_w35_ATR3.0_RSI54/46_8x_8%_3.5R_???,16,25.0,0.68,13.89,1.03,66.01,-21.44,7,6,0.51,11.82,-8.05,8,0.08,3.5
-33.4186,??????_w35_ATR3.0_RSI56/44_8x_8%_3.5R_???,16,25.0,0.68,13.89,1.03,66.01,-21.44,7,6,0.51,11.82,-8.05,8,0.08,3.5
-33.5778,??????_w50_ATR2.4_RSI52/48_10x_11%_3.5R_???,28,25.0,0.27,21.39,1.0,89.36,-29.66,6,8,9.95,17.44,-17.44,10,0.11,3.5
-33.5778,??????_w50_ATR2.4_RSI54/46_10x_11%_3.5R_???,28,25.0,0.27,21.39,1.0,89.36,-29.66,6,8,9.95,17.44,-17.44,10,0.11,3.5
-33.5778,??????_w50_ATR2.4_RSI56/44_10x_11%_3.5R_???,28,25.0,0.27,21.39,1.0,89.36,-29.66,6,8,9.95,17.44,-17.44,10,0.11,3.5
-34.1399,??????_w50_ATR2.2_RSI52/48_10x_7%_3.2R_???,34,26.47,0.98,13.87,1.02,55.81,-19.7,6,13,5.07,18.45,-7.61,10,0.07,3.2
-34.1399,??????_w50_ATR2.2_RSI54/46_10x_7%_3.2R_???,34,26.47,0.98,13.87,1.02,55.81,-19.7,6,13,5.07,18.45,-7.61,10,0.07,3.2
-34.1399,??????_w50_ATR2.2_RSI56/44_10x_7%_3.2R_???,34,26.47,0.98,13.87,1.02,55.81,-19.7,6,13,5.07,18.45,-7.61,10,0.07,3.2
-34.3355,??????_w40_ATR3.0_RSI52/48_8x_11%_3.5R_???,15,26.67,4.85,14.9,1.16,90.32,-28.43,6,6,0.33,15.98,-7.31,8,0.11,3.5
-34.3355,??????_w40_ATR3.0_RSI54/46_8x_11%_3.5R_???,15,26.67,4.85,14.9,1.16,90.32,-28.43,6,6,0.33,15.98,-7.31,8,0.11,3.5
-34.3355,??????_w40_ATR3.0_RSI56/44_8x_11%_3.5R_???,15,26.67,4.85,14.9,1.16,90.32,-28.43,6,6,0.33,15.98,-7.31,8,0.11,3.5
-34.4317,??????_w40_ATR2.6_RSI52/48_12x_9%_2.8R_???,24,29.17,0.19,19.84,1.0,86.18,-35.37,5,12,14.54,29.16,-2.97,12,0.09,2.8
-34.4317,??????_w40_ATR2.6_RSI54/46_12x_9%_2.8R_???,24,29.17,0.19,19.84,1.0,86.18,-35.37,5,12,14.54,29.16,-2.97,12,0.09,2.8
-34.4317,??????_w40_ATR2.6_RSI56/44_12x_9%_2.8R_???,24,29.17,0.19,19.84,1.0,86.18,-35.37,5,12,14.54,29.16,-2.97,12,0.09,2.8
-34.4755,??????_w35_ATR3.0_RSI52/48_10x_7%_3.5R_???,16,25.0,0.6,15.1,1.02,71.54,-23.35,7,6,0.48,12.87,-8.87,10,0.07,3.5
-34.4755,??????_w35_ATR3.0_RSI54/46_10x_7%_3.5R_???,16,25.0,0.6,15.1,1.02,71.54,-23.35,7,6,0.48,12.87,-8.87,10,0.07,3.5
-34.4755,??????_w35_ATR3.0_RSI56/44_10x_7%_3.5R_???,16,25.0,0.6,15.1,1.02,71.54,-23.35,7,6,0.48,12.87,-8.87,10,0.07,3.5
-34.5253,??????_w50_ATR2.2_RSI52/48_8x_9%_3.2R_???,34,26.47,0.94,14.24,1.02,57.29,-20.25,6,13,5.18,18.94,-7.85,8,0.09,3.2
-34.5253,??????_w50_ATR2.2_RSI54/46_8x_9%_3.2R_???,34,26.47,0.94,14.24,1.02,57.29,-20.25,6,13,5.18,18.94,-7.85,8,0.09,3.2
-34.5253,??????_w50_ATR2.2_RSI56/44_8x_9%_3.2R_???,34,26.47,0.94,14.24,1.02,57.29,-20.25,6,13,5.18,18.94,-7.85,8,0.09,3.2
-34.7739,??????_w35_ATR2.2_RSI52/48_10x_8%_3.2R_???,32,28.12,6.94,15.23,1.12,70.22,-24.46,6,14,2.09,23.45,-3.23,10,0.08,3.2
-34.7739,??????_w35_ATR2.2_RSI54/46_10x_8%_3.2R_???,32,28.12,6.94,15.23,1.12,70.22,-24.46,6,14,2.09,23.45,-3.23,10,0.08,3.2
-34.7739,??????_w35_ATR2.2_RSI56/44_10x_8%_3.2R_???,32,28.12,6.94,15.23,1.12,70.22,-24.46,6,14,2.09,23.45,-3.23,10,0.08,3.2
-34.7739,??????_w35_ATR2.2_RSI52/48_8x_10%_3.2R_???,32,28.12,6.94,15.23,1.12,70.22,-24.46,6,14,2.09,23.45,-3.23,8,0.1,3.2
-34.7739,??????_w35_ATR2.2_RSI54/46_8x_10%_3.2R_???,32,28.12,6.94,15.23,1.12,70.22,-24.46,6,14,2.09,23.45,-3.23,8,0.1,3.2
-34.7739,??????_w35_ATR2.2_RSI56/44_8x_10%_3.2R_???,32,28.12,6.94,15.23,1.12,70.22,-24.46,6,14,2.09,23.45,-3.23,8,0.1,3.2
-34.8383,??????_w35_ATR3.0_RSI52/48_8x_9%_3.5R_???,16,25.0,0.57,15.5,1.02,73.36,-23.98,7,6,0.47,13.22,-9.15,8,0.09,3.5
-34.8383,??????_w35_ATR3.0_RSI54/46_8x_9%_3.5R_???,16,25.0,0.57,15.5,1.02,73.36,-23.98,7,6,0.47,13.22,-9.15,8,0.09,3.5
-34.8383,??????_w35_ATR3.0_RSI56/44_8x_9%_3.5R_???,16,25.0,0.57,15.5,1.02,73.36,-23.98,7,6,0.47,13.22,-9.15,8,0.09,3.5
-34.848,??????_w40_ATR2.6_RSI52/48_10x_10%_2.8R_???,24,29.17,0.45,18.48,1.01,80.18,-32.75,5,12,11.64,28.59,-2.62,10,0.1,2.8
-34.848,??????_w40_ATR2.6_RSI54/46_10x_10%_2.8R_???,24,29.17,0.45,18.48,1.01,80.18,-32.75,5,12,11.64,28.59,-2.62,10,0.1,2.8
-34.848,??????_w40_ATR2.6_RSI56/44_10x_10%_2.8R_???,24,29.17,0.45,18.48,1.01,80.18,-32.75,5,12,11.64,28.59,-2.62,10,0.1,2.8
-34.9046,??????_w40_ATR2.6_RSI52/48_12x_9%_2.6R_???,29,31.03,2.16,19.84,1.03,84.85,-37.1,5,12,12.59,29.16,-0.78,12,0.09,2.6
-34.9046,??????_w40_ATR2.6_RSI54/46_12x_9%_2.6R_???,29,31.03,2.16,19.84,1.03,84.85,-37.1,5,12,12.59,29.16,-0.78,12,0.09,2.6
-34.9046,??????_w40_ATR2.6_RSI56/44_12x_9%_2.6R_???,29,31.03,2.16,19.84,1.03,84.85,-37.1,5,12,12.59,29.16,-0.78,12,0.09,2.6
-35.4694,??????_w45_ATR3.0_RSI52/48_12x_7%_3.5R_???,16,25.0,3.01,14.26,1.09,88.75,-27.08,6,6,0.01,15.6,-10.32,12,0.07,3.5
-35.4694,??????_w45_ATR3.0_RSI54/46_12x_7%_3.5R_???,16,25.0,3.01,14.26,1.09,88.75,-27.08,6,6,0.01,15.6,-10.32,12,0.07,3.5
-35.4694,??????_w45_ATR3.0_RSI56/44_12x_7%_3.5R_???,16,25.0,3.01,14.26,1.09,88.75,-27.08,6,6,0.01,15.6,-10.32,12,0.07,3.5
-35.5015,??????_w40_ATR3.0_RSI52/48_10x_9%_3.5R_???,15,26.67,4.91,15.21,1.15,92.15,-29.05,6,6,0.31,16.32,-7.51,10,0.09,3.5
-35.5015,??????_w40_ATR3.0_RSI54/46_10x_9%_3.5R_???,15,26.67,4.91,15.21,1.15,92.15,-29.05,6,6,0.31,16.32,-7.51,10,0.09,3.5
-35.5015,??????_w40_ATR3.0_RSI56/44_10x_9%_3.5R_???,15,26.67,4.91,15.21,1.15,92.15,-29.05,6,6,0.31,16.32,-7.51,10,0.09,3.5
-35.8789,??????_w45_ATR2.2_RSI52/48_8x_12%_3.2R_???,32,28.12,5.73,18.61,1.09,81.06,-29.23,6,13,5.89,24.78,-5.93,8,0.12,3.2
-35.8789,??????_w45_ATR2.2_RSI54/46_8x_12%_3.2R_???,32,28.12,5.73,18.61,1.09,81.06,-29.23,6,13,5.89,24.78,-5.93,8,0.12,3.2
-35.8789,??????_w45_ATR2.2_RSI56/44_8x_12%_3.2R_???,32,28.12,5.73,18.61,1.09,81.06,-29.23,6,13,5.89,24.78,-5.93,8,0.12,3.2
-36.1174,??????_w50_ATR2.2_RSI52/48_8x_10%_3.2R_???,34,26.47,0.76,15.72,1.01,63.13,-22.42,6,13,5.57,20.84,-8.82,8,0.1,3.2
-36.1174,??????_w50_ATR2.2_RSI52/48_10x_8%_3.2R_???,34,26.47,0.76,15.72,1.01,63.13,-22.42,6,13,5.57,20.84,-8.82,10,0.08,3.2
-36.1174,??????_w50_ATR2.2_RSI54/46_8x_10%_3.2R_???,34,26.47,0.76,15.72,1.01,63.13,-22.42,6,13,5.57,20.84,-8.82,8,0.1,3.2
-36.1174,??????_w50_ATR2.2_RSI54/46_10x_8%_3.2R_???,34,26.47,0.76,15.72,1.01,63.13,-22.42,6,13,5.57,20.84,-8.82,10,0.08,3.2
-36.1174,??????_w50_ATR2.2_RSI56/44_8x_10%_3.2R_???,34,26.47,0.76,15.72,1.01,63.13,-22.42,6,13,5.57,20.84,-8.82,8,0.1,3.2
-36.1174,??????_w50_ATR2.2_RSI56/44_10x_8%_3.2R_???,34,26.47,0.76,15.72,1.01,63.13,-22.42,6,13,5.57,20.84,-8.82,10,0.08,3.2
-36.558,??????_w40_ATR2.2_RSI52/48_8x_8%_3R_???,33,27.27,1.56,12.36,1.03,52.25,-18.94,6,14,1.69,17.17,-3.25,8,0.08,3.0
-36.558,??????_w40_ATR2.2_RSI54/46_8x_8%_3R_???,33,27.27,1.56,12.36,1.03,52.25,-18.94,6,14,1.69,17.17,-3.25,8,0.08,3.0
-36.558,??????_w40_ATR2.2_RSI56/44_8x_8%_3R_???,33,27.27,1.56,12.36,1.03,52.25,-18.94,6,14,1.69,17.17,-3.25,8,0.08,3.0
-36.5956,??????_w40_ATR2.6_RSI52/48_10x_11%_2.6R_???,29,31.03,2.11,20.17,1.03,86.31,-37.79,5,12,12.45,29.81,-0.86,10,0.11,2.6
-36.5956,??????_w40_ATR2.6_RSI54/46_10x_11%_2.6R_???,29,31.03,2.11,20.17,1.03,86.31,-37.79,5,12,12.45,29.81,-0.86,10,0.11,2.6
-36.5956,??????_w40_ATR2.6_RSI56/44_10x_11%_2.6R_???,29,31.03,2.11,20.17,1.03,86.31,-37.79,5,12,12.45,29.81,-0.86,10,0.11,2.6
-36.7207,??????_w50_ATR2.4_RSI52/48_10x_12%_3.2R_???,29,27.59,1.86,18.91,1.03,91.12,-33.83,5,9,5.19,18.91,-12.1,10,0.12,3.2
-36.7207,??????_w50_ATR2.4_RSI52/48_12x_10%_3.2R_???,29,27.59,1.86,18.91,1.03,91.12,-33.83,5,9,5.19,18.91,-12.1,12,0.1,3.2
-36.7207,??????_w50_ATR2.4_RSI54/46_10x_12%_3.2R_???,29,27.59,1.86,18.91,1.03,91.12,-33.83,5,9,5.19,18.91,-12.1,10,0.12,3.2
-36.7207,??????_w50_ATR2.4_RSI54/46_12x_10%_3.2R_???,29,27.59,1.86,18.91,1.03,91.12,-33.83,5,9,5.19,18.91,-12.1,12,0.1,3.2
-36.7207,??????_w50_ATR2.4_RSI56/44_10x_12%_3.2R_???,29,27.59,1.86,18.91,1.03,91.12,-33.83,5,9,5.19,18.91,-12.1,10,0.12,3.2
-36.7207,??????_w50_ATR2.4_RSI56/44_12x_10%_3.2R_???,29,27.59,1.86,18.91,1.03,91.12,-33.83,5,9,5.19,18.91,-12.1,12,0.1,3.2
-37.0685,??????_w45_ATR3.0_RSI52/48_8x_11%_3.5R_???,16,25.0,3.03,14.9,1.09,92.49,-28.31,6,6,0.33,15.98,-10.86,8,0.11,3.5
-37.0685,??????_w45_ATR3.0_RSI54/46_8x_11%_3.5R_???,16,25.0,3.03,14.9,1.09,92.49,-28.31,6,6,0.33,15.98,-10.86,8,0.11,3.5
-37.0685,??????_w45_ATR3.0_RSI56/44_8x_11%_3.5R_???,16,25.0,3.03,14.9,1.09,92.49,-28.31,6,6,0.33,15.98,-10.86,8,0.11,3.5
-37.2242,??????_w40_ATR2.4_RSI52/48_12x_9%_3R_???,26,30.77,11.42,17.15,1.19,91.1,-34.14,4,13,3.0,29.92,-0.72,12,0.09,3.0
-37.2242,??????_w40_ATR2.4_RSI54/46_12x_9%_3R_???,26,30.77,11.42,17.15,1.19,91.1,-34.14,4,13,3.0,29.92,-0.72,12,0.09,3.0
-37.2242,??????_w40_ATR2.4_RSI56/44_12x_9%_3R_???,26,30.77,11.42,17.15,1.19,91.1,-34.14,4,13,3.0,29.92,-0.72,12,0.09,3.0
-37.2881,??????_w40_ATR2.2_RSI52/48_10x_11%_3.2R_???,31,29.03,13.11,20.45,1.17,98.55,-34.36,6,13,6.29,27.92,-0.78,10,0.11,3.2
-37.2881,??????_w40_ATR2.2_RSI54/46_10x_11%_3.2R_???,31,29.03,13.11,20.45,1.17,98.55,-34.36,6,13,6.29,27.92,-0.78,10,0.11,3.2
-37.2881,??????_w40_ATR2.2_RSI56/44_10x_11%_3.2R_???,31,29.03,13.11,20.45,1.17,98.55,-34.36,6,13,6.29,27.92,-0.78,10,0.11,3.2
