score,??,??,??,??,??,PF,????,????,????,????,????,????,????,??,???,??R
-15.1242,??????_w45_ATR2.4_RSI52/48_8x_9%_3.2R_???,27,29.63,7.28,11.69,1.17,62.67,-22.56,4,9,3.72,11.69,-2.58,8,0.09,3.2
-15.1242,??????_w45_ATR2.4_RSI54/46_8x_9%_3.2R_???,27,29.63,7.28,11.69,1.17,62.67,-22.56,4,9,3.72,11.69,-2.58,8,0.09,3.2
-15.1242,??????_w45_ATR2.4_RSI56/44_8x_9%_3.2R_???,27,29.63,7.28,11.69,1.17,62.67,-22.56,4,9,3.72,11.69,-2.58,8,0.09,3.2
-15.1806,??????_w45_ATR2.4_RSI52/48_10x_7%_3.2R_???,27,29.63,7.13,11.38,1.17,60.98,-21.92,4,9,3.64,11.38,-2.48,10,0.07,3.2
-15.1806,??????_w45_ATR2.4_RSI54/46_10x_7%_3.2R_???,27,29.63,7.13,11.38,1.17,60.98,-21.92,4,9,3.64,11.38,-2.48,10,0.07,3.2
-15.1806,??????_w45_ATR2.4_RSI56/44_10x_7%_3.2R_???,27,29.63,7.13,11.38,1.17,60.98,-21.92,4,9,3.64,11.38,-2.48,10,0.07,3.2
-15.3329,??????_w45_ATR2.4_RSI52/48_8x_11%_3.5R_???,26,26.92,7.05,14.11,1.14,81.99,-26.49,6,8,8.29,14.14,-8.81,8,0.11,3.5
-15.3329,??????_w45_ATR2.4_RSI54/46_8x_11%_3.5R_???,26,26.92,7.05,14.11,1.14,81.99,-26.49,6,8,8.29,14.14,-8.81,8,0.11,3.5
-15.3329,??????_w45_ATR2.4_RSI56/44_8x_11%_3.5R_???,26,26.92,7.05,14.11,1.14,81.99,-26.49,6,8,8.29,14.14,-8.81,8,0.11,3.5
-15.3777,??????_w45_ATR2.4_RSI52/48_8x_8%_3.2R_???,27,29.63,6.67,10.44,1.18,55.9,-20.03,4,9,3.4,10.44,-2.2,8,0.08,3.2
-15.3777,??????_w45_ATR2.4_RSI54/46_8x_8%_3.2R_???,27,29.63,6.67,10.44,1.18,55.9,-20.03,4,9,3.4,10.44,-2.2,8,0.08,3.2
-15.3777,??????_w45_ATR2.4_RSI56/44_8x_8%_3.2R_???,27,29.63,6.67,10.44,1.18,55.9,-20.03,4,9,3.4,10.44,-2.2,8,0.08,3.2
-15.3958,??????_w45_ATR2.4_RSI52/48_8x_11%_3.2R_???,27,29.63,8.34,14.14,1.16,76.03,-27.63,4,9,4.3,14.14,-3.38,8,0.11,3.2
-15.3958,??????_w45_ATR2.4_RSI54/46_8x_11%_3.2R_???,27,29.63,8.34,14.14,1.16,76.03,-27.63,4,9,4.3,14.14,-3.38,8,0.11,3.2
-15.3958,??????_w45_ATR2.4_RSI56/44_8x_11%_3.2R_???,27,29.63,8.34,14.14,1.16,76.03,-27.63,4,9,4.3,14.14,-3.38,8,0.11,3.2
-15.6577,??????_w35_ATR2.4_RSI52/48_10x_9%_3.2R_???,27,29.63,9.63,14.45,1.18,80.19,-28.69,4,9,4.37,14.45,-2.44,10,0.09,3.2
-15.6577,??????_w35_ATR2.4_RSI54/46_10x_9%_3.2R_???,27,29.63,9.63,14.45,1.18,80.19,-28.69,4,9,4.37,14.45,-2.44,10,0.09,3.2
-15.6577,??????_w35_ATR2.4_RSI56/44_10x_9%_3.2R_???,27,29.63,9.63,14.45,1.18,80.19,-28.69,4,9,4.37,14.45,-2.44,10,0.09,3.2
-16.1117,??????_w45_ATR2.4_RSI52/48_10x_9%_3.5R_???,26,26.92,7.13,14.41,1.14,83.69,-27.08,6,8,8.45,14.45,-9.03,10,0.09,3.5
-16.1117,??????_w45_ATR2.4_RSI54/46_10x_9%_3.5R_???,26,26.92,7.13,14.41,1.14,83.69,-27.08,6,8,8.45,14.45,-9.03,10,0.09,3.5
-16.1117,??????_w45_ATR2.4_RSI56/44_10x_9%_3.5R_???,26,26.92,7.13,14.41,1.14,83.69,-27.08,6,8,8.45,14.45,-9.03,10,0.09,3.5
-16.2247,??????_w50_ATR2.2_RSI52/48_10x_10%_3.5R_???,29,27.59,7.9,14.74,1.14,80.42,-26.88,5,9,6.71,14.74,-6.84,10,0.1,3.5
-16.2247,??????_w50_ATR2.2_RSI54/46_10x_10%_3.5R_???,29,27.59,7.9,14.74,1.14,80.42,-26.88,5,9,6.71,14.74,-6.84,10,0.1,3.5
-16.2247,??????_w50_ATR2.2_RSI56/44_10x_10%_3.5R_???,29,27.59,7.9,14.74,1.14,80.42,-26.88,5,9,6.71,14.74,-6.84,10,0.1,3.5
-16.2633,??????_w45_ATR2.4_RSI52/48_10x_9%_3.2R_???,27,29.63,8.45,14.45,1.16,77.68,-28.26,4,9,4.37,14.45,-3.49,10,0.09,3.2
-16.2633,??????_w45_ATR2.4_RSI54/46_10x_9%_3.2R_???,27,29.63,8.45,14.45,1.16,77.68,-28.26,4,9,4.37,14.45,-3.49,10,0.09,3.2
-16.2633,??????_w45_ATR2.4_RSI56/44_10x_9%_3.2R_???,27,29.63,8.45,14.45,1.16,77.68,-28.26,4,9,4.37,14.45,-3.49,10,0.09,3.2
-17.325,??????_w35_ATR2.4_RSI52/48_12x_8%_3.5R_???,26,26.92,9.28,15.31,1.17,92.34,-29.14,6,8,8.92,15.35,-8.08,12,0.08,3.5
-17.325,??????_w35_ATR2.4_RSI54/46_12x_8%_3.5R_???,26,26.92,9.28,15.31,1.17,92.34,-29.14,6,8,8.92,15.35,-8.08,12,0.08,3.5
-17.325,??????_w35_ATR2.4_RSI56/44_12x_8%_3.5R_???,26,26.92,9.28,15.31,1.17,92.34,-29.14,6,8,8.92,15.35,-8.08,12,0.08,3.5
-17.325,??????_w35_ATR2.4_RSI52/48_8x_12%_3.5R_???,26,26.92,9.28,15.31,1.17,92.34,-29.14,6,8,8.92,15.35,-8.08,8,0.12,3.5
-17.325,??????_w35_ATR2.4_RSI54/46_8x_12%_3.5R_???,26,26.92,9.28,15.31,1.17,92.34,-29.14,6,8,8.92,15.35,-8.08,8,0.12,3.5
-17.325,??????_w35_ATR2.4_RSI56/44_8x_12%_3.5R_???,26,26.92,9.28,15.31,1.17,92.34,-29.14,6,8,8.92,15.35,-8.08,8,0.12,3.5
-18.2542,??????_w35_ATR2.4_RSI52/48_8x_12%_3.2R_???,27,29.63,10.03,15.35,1.17,85.29,-30.63,4,9,4.56,15.35,-2.71,8,0.12,3.2
-18.2542,??????_w35_ATR2.4_RSI52/48_12x_8%_3.2R_???,27,29.63,10.03,15.35,1.17,85.29,-30.63,4,9,4.56,15.35,-2.71,12,0.08,3.2
-18.2542,??????_w35_ATR2.4_RSI54/46_8x_12%_3.2R_???,27,29.63,10.03,15.35,1.17,85.29,-30.63,4,9,4.56,15.35,-2.71,8,0.12,3.2
-18.2542,??????_w35_ATR2.4_RSI54/46_12x_8%_3.2R_???,27,29.63,10.03,15.35,1.17,85.29,-30.63,4,9,4.56,15.35,-2.71,12,0.08,3.2
-18.2542,??????_w35_ATR2.4_RSI56/44_8x_12%_3.2R_???,27,29.63,10.03,15.35,1.17,85.29,-30.63,4,9,4.56,15.35,-2.71,8,0.12,3.2
-18.2542,??????_w35_ATR2.4_RSI56/44_12x_8%_3.2R_???,27,29.63,10.03,15.35,1.17,85.29,-30.63,4,9,4.56,15.35,-2.71,12,0.08,3.2
-18.2914,??????_w40_ATR2.4_RSI52/48_12x_9%_3.2R_???,26,30.77,16.4,17.15,1.26,98.81,-34.8,4,9,4.9,17.15,1.64,12,0.09,3.2
-18.2914,??????_w40_ATR2.4_RSI54/46_12x_9%_3.2R_???,26,30.77,16.4,17.15,1.26,98.81,-34.8,4,9,4.9,17.15,1.64,12,0.09,3.2
-18.2914,??????_w40_ATR2.4_RSI56/44_12x_9%_3.2R_???,26,30.77,16.4,17.15,1.26,98.81,-34.8,4,9,4.9,17.15,1.64,12,0.09,3.2
-18.4589,??????_w45_ATR2.4_RSI52/48_8x_12%_3.5R_???,26,26.92,7.36,15.31,1.13,88.74,-28.82,6,8,8.92,15.35,-9.7,8,0.12,3.5
-18.4589,??????_w45_ATR2.4_RSI54/46_8x_12%_3.5R_???,26,26.92,7.36,15.31,1.13,88.74,-28.82,6,8,8.92,15.35,-9.7,8,0.12,3.5
-18.4589,??????_w45_ATR2.4_RSI56/44_8x_12%_3.5R_???,26,26.92,7.36,15.31,1.13,88.74,-28.82,6,8,8.92,15.35,-9.7,8,0.12,3.5
-18.4589,??????_w45_ATR2.4_RSI52/48_12x_8%_3.5R_???,26,26.92,7.36,15.31,1.13,88.74,-28.82,6,8,8.92,15.35,-9.7,12,0.08,3.5
-18.4589,??????_w45_ATR2.4_RSI54/46_12x_8%_3.5R_???,26,26.92,7.36,15.31,1.13,88.74,-28.82,6,8,8.92,15.35,-9.7,12,0.08,3.5
-18.4589,??????_w45_ATR2.4_RSI56/44_12x_8%_3.5R_???,26,26.92,7.36,15.31,1.13,88.74,-28.82,6,8,8.92,15.35,-9.7,12,0.08,3.5
-18.8701,??????_w35_ATR2.4_RSI52/48_10x_10%_3.5R_???,26,26.92,9.49,15.91,1.16,95.84,-30.31,6,8,9.22,15.95,-8.47,10,0.1,3.5
-18.8701,??????_w35_ATR2.4_RSI54/46_10x_10%_3.5R_???,26,26.92,9.49,15.91,1.16,95.84,-30.31,6,8,9.22,15.95,-8.47,10,0.1,3.5
-18.8701,??????_w35_ATR2.4_RSI56/44_10x_10%_3.5R_???,26,26.92,9.49,15.91,1.16,95.84,-30.31,6,8,9.22,15.95,-8.47,10,0.1,3.5
-18.8815,??????_w45_ATR2.4_RSI52/48_8x_12%_3.2R_???,27,29.63,8.79,15.35,1.15,82.61,-30.16,4,9,4.56,15.35,-3.82,8,0.12,3.2
-18.8815,??????_w45_ATR2.4_RSI52/48_12x_8%_3.2R_???,27,29.63,8.79,15.35,1.15,82.61,-30.16,4,9,4.56,15.35,-3.82,12,0.08,3.2
-18.8815,??????_w45_ATR2.4_RSI54/46_8x_12%_3.2R_???,27,29.63,8.79,15.35,1.15,82.61,-30.16,4,9,4.56,15.35,-3.82,8,0.12,3.2
-18.8815,??????_w45_ATR2.4_RSI54/46_12x_8%_3.2R_???,27,29.63,8.79,15.35,1.15,82.61,-30.16,4,9,4.56,15.35,-3.82,12,0.08,3.2
-18.8815,??????_w45_ATR2.4_RSI56/44_8x_12%_3.2R_???,27,29.63,8.79,15.35,1.15,82.61,-30.16,4,9,4.56,15.35,-3.82,8,0.12,3.2
-18.8815,??????_w45_ATR2.4_RSI56/44_12x_8%_3.2R_???,27,29.63,8.79,15.35,1.15,82.61,-30.16,4,9,4.56,15.35,-3.82,12,0.08,3.2
-19.2331,??????_w50_ATR2.2_RSI52/48_12x_9%_3.5R_???,29,27.59,8.21,15.84,1.13,86.3,-28.97,5,9,7.11,15.84,-7.49,12,0.09,3.5
-19.2331,??????_w50_ATR2.2_RSI54/46_12x_9%_3.5R_???,29,27.59,8.21,15.84,1.13,86.3,-28.97,5,9,7.11,15.84,-7.49,12,0.09,3.5
-19.2331,??????_w50_ATR2.2_RSI56/44_12x_9%_3.5R_???,29,27.59,8.21,15.84,1.13,86.3,-28.97,5,9,7.11,15.84,-7.49,12,0.09,3.5
-19.9903,??????_w50_ATR2.2_RSI52/48_10x_11%_3.5R_???,29,27.59,8.28,16.12,1.13,87.76,-29.49,5,9,7.21,16.12,-7.65,10,0.11,3.5
-19.9903,??????_w50_ATR2.2_RSI54/46_10x_11%_3.5R_???,29,27.59,8.28,16.12,1.13,87.76,-29.49,5,9,7.21,16.12,-7.65,10,0.11,3.5
-19.9903,??????_w50_ATR2.2_RSI56/44_10x_11%_3.5R_???,29,27.59,8.28,16.12,1.13,87.76,-29.49,5,9,7.21,16.12,-7.65,10,0.11,3.5
-19.9988,??????_w35_ATR2.4_RSI52/48_10x_10%_3.2R_???,27,29.63,10.29,15.95,1.17,88.67,-31.92,4,9,4.68,15.95,-2.9,10,0.1,3.2
-19.9988,??????_w35_ATR2.4_RSI54/46_10x_10%_3.2R_???,27,29.63,10.29,15.95,1.17,88.67,-31.92,4,9,4.68,15.95,-2.9,10,0.1,3.2
-19.9988,??????_w35_ATR2.4_RSI56/44_10x_10%_3.2R_???,27,29.63,10.29,15.95,1.17,88.67,-31.92,4,9,4.68,15.95,-2.9,10,0.1,3.2
-20.0328,??????_w45_ATR2.4_RSI52/48_10x_10%_3.5R_???,26,26.92,7.49,15.91,1.13,92.07,-29.98,6,8,9.22,15.95,-10.14,10,0.1,3.5
-20.0328,??????_w45_ATR2.4_RSI54/46_10x_10%_3.5R_???,26,26.92,7.49,15.91,1.13,92.07,-29.98,6,8,9.22,15.95,-10.14,10,0.1,3.5
-20.0328,??????_w45_ATR2.4_RSI56/44_10x_10%_3.5R_???,26,26.92,7.49,15.91,1.13,92.07,-29.98,6,8,9.22,15.95,-10.14,10,0.1,3.5
-20.6396,??????_w45_ATR2.4_RSI52/48_10x_10%_3.2R_???,27,29.63,8.99,15.95,1.15,85.87,-31.42,4,9,4.68,15.95,-4.04,10,0.1,3.2
-20.6396,??????_w45_ATR2.4_RSI54/46_10x_10%_3.2R_???,27,29.63,8.99,15.95,1.15,85.87,-31.42,4,9,4.68,15.95,-4.04,10,0.1,3.2
-20.6396,??????_w45_ATR2.4_RSI56/44_10x_10%_3.2R_???,27,29.63,8.99,15.95,1.15,85.87,-31.42,4,9,4.68,15.95,-4.04,10,0.1,3.2
-22.5003,??????_w40_ATR2.2_RSI52/48_8x_7%_3.2R_???,31,29.03,7.97,10.88,1.21,50.49,-17.03,6,13,4.09,15.17,0.4,8,0.07,3.2
-22.5003,??????_w40_ATR2.2_RSI54/46_8x_7%_3.2R_???,31,29.03,7.97,10.88,1.21,50.49,-17.03,6,13,4.09,15.17,0.4,8,0.07,3.2
-22.5003,??????_w40_ATR2.2_RSI56/44_8x_7%_3.2R_???,31,29.03,7.97,10.88,1.21,50.49,-17.03,6,13,4.09,15.17,0.4,8,0.07,3.2
-22.6312,??????_w50_ATR2.4_RSI52/48_8x_8%_3.5R_???,28,25.0,1.39,12.83,1.04,55.92,-17.98,6,8,6.29,10.44,-10.13,8,0.08,3.5
-22.6312,??????_w50_ATR2.4_RSI54/46_8x_8%_3.5R_???,28,25.0,1.39,12.83,1.04,55.92,-17.98,6,8,6.29,10.44,-10.13,8,0.08,3.5
-22.6312,??????_w50_ATR2.4_RSI56/44_8x_8%_3.5R_???,28,25.0,1.39,12.83,1.04,55.92,-17.98,6,8,6.29,10.44,-10.13,8,0.08,3.5
-22.6543,??????_w40_ATR2.2_RSI52/48_8x_8%_3.2R_???,31,29.03,8.9,12.36,1.21,57.69,-19.55,6,13,4.53,17.17,0.32,8,0.08,3.2
-22.6543,??????_w40_ATR2.2_RSI54/46_8x_8%_3.2R_???,31,29.03,8.9,12.36,1.21,57.69,-19.55,6,13,4.53,17.17,0.32,8,0.08,3.2
-22.6543,??????_w40_ATR2.2_RSI56/44_8x_8%_3.2R_???,31,29.03,8.9,12.36,1.21,57.69,-19.55,6,13,4.53,17.17,0.32,8,0.08,3.2
-22.8069,??????_w40_ATR2.2_RSI52/48_10x_7%_3.2R_???,31,29.03,9.56,13.45,1.2,63.07,-21.46,6,13,4.83,18.65,0.24,10,0.07,3.2
-22.8069,??????_w40_ATR2.2_RSI54/46_10x_7%_3.2R_???,31,29.03,9.56,13.45,1.2,63.07,-21.46,6,13,4.83,18.65,0.24,10,0.07,3.2
-22.8069,??????_w40_ATR2.2_RSI56/44_10x_7%_3.2R_???,31,29.03,9.56,13.45,1.2,63.07,-21.46,6,13,4.83,18.65,0.24,10,0.07,3.2
-22.8328,??????_w50_ATR2.4_RSI52/48_8x_8%_3.2R_???,29,27.59,2.41,10.44,1.06,51.65,-18.53,5,9,3.4,10.44,-6.11,8,0.08,3.2
-22.8328,??????_w50_ATR2.4_RSI54/46_8x_8%_3.2R_???,29,27.59,2.41,10.44,1.06,51.65,-18.53,5,9,3.4,10.44,-6.11,8,0.08,3.2
-22.8328,??????_w50_ATR2.4_RSI56/44_8x_8%_3.2R_???,29,27.59,2.41,10.44,1.06,51.65,-18.53,5,9,3.4,10.44,-6.11,8,0.08,3.2
-22.8651,??????_w40_ATR2.2_RSI52/48_8x_9%_3.2R_???,31,29.03,9.77,13.81,1.2,64.86,-22.09,6,13,4.92,19.13,0.21,8,0.09,3.2
-22.8651,??????_w40_ATR2.2_RSI54/46_8x_9%_3.2R_???,31,29.03,9.77,13.81,1.2,64.86,-22.09,6,13,4.92,19.13,0.21,8,0.09,3.2
-22.8651,??????_w40_ATR2.2_RSI56/44_8x_9%_3.2R_???,31,29.03,9.77,13.81,1.2,64.86,-22.09,6,13,4.92,19.13,0.21,8,0.09,3.2
-22.8711,??????_w50_ATR2.4_RSI52/48_10x_7%_3.5R_???,28,25.0,1.34,13.98,1.03,60.61,-19.56,6,8,6.81,11.38,-11.09,10,0.07,3.5
-22.8711,??????_w50_ATR2.4_RSI54/46_10x_7%_3.5R_???,28,25.0,1.34,13.98,1.03,60.61,-19.56,6,8,6.81,11.38,-11.09,10,0.07,3.5
-22.8711,??????_w50_ATR2.4_RSI56/44_10x_7%_3.5R_???,28,25.0,1.34,13.98,1.03,60.61,-19.56,6,8,6.81,11.38,-11.09,10,0.07,3.5
-22.9638,??????_w50_ATR2.4_RSI52/48_8x_9%_3.5R_???,28,25.0,1.32,14.36,1.03,62.15,-20.09,6,8,6.98,11.69,-11.41,8,0.09,3.5
-22.9638,??????_w50_ATR2.4_RSI54/46_8x_9%_3.5R_???,28,25.0,1.32,14.36,1.03,62.15,-20.09,6,8,6.98,11.69,-11.41,8,0.09,3.5
-22.9638,??????_w50_ATR2.4_RSI56/44_8x_9%_3.5R_???,28,25.0,1.32,14.36,1.03,62.15,-20.09,6,8,6.98,11.69,-11.41,8,0.09,3.5
-23.1356,??????_w40_ATR2.2_RSI52/48_8x_10%_3.2R_???,31,29.03,10.58,15.24,1.2,72.02,-24.65,6,13,5.28,21.05,0.06,8,0.1,3.2
-23.1356,??????_w40_ATR2.2_RSI54/46_8x_10%_3.2R_???,31,29.03,10.58,15.24,1.2,72.02,-24.65,6,13,5.28,21.05,0.06,8,0.1,3.2
-23.1356,??????_w40_ATR2.2_RSI56/44_8x_10%_3.2R_???,31,29.03,10.58,15.24,1.2,72.02,-24.65,6,13,5.28,21.05,0.06,8,0.1,3.2
-23.1356,??????_w40_ATR2.2_RSI52/48_10x_8%_3.2R_???,31,29.03,10.58,15.24,1.2,72.02,-24.65,6,13,5.28,21.05,0.06,10,0.08,3.2
-23.1356,??????_w40_ATR2.2_RSI54/46_10x_8%_3.2R_???,31,29.03,10.58,15.24,1.2,72.02,-24.65,6,13,5.28,21.05,0.06,10,0.08,3.2
-23.1356,??????_w40_ATR2.2_RSI56/44_10x_8%_3.2R_???,31,29.03,10.58,15.24,1.2,72.02,-24.65,6,13,5.28,21.05,0.06,10,0.08,3.2
-23.1927,??????_w50_ATR2.4_RSI52/48_10x_7%_3.2R_???,29,27.59,2.47,11.38,1.06,56.15,-20.21,5,9,3.64,11.38,-6.72,10,0.07,3.2
-23.1927,??????_w50_ATR2.4_RSI54/46_10x_7%_3.2R_???,29,27.59,2.47,11.38,1.06,56.15,-20.21,5,9,3.64,11.38,-6.72,10,0.07,3.2
-23.1927,??????_w50_ATR2.4_RSI56/44_10x_7%_3.2R_???,29,27.59,2.47,11.38,1.06,56.15,-20.21,5,9,3.64,11.38,-6.72,10,0.07,3.2
-23.2021,??????_w45_ATR2.4_RSI52/48_12x_9%_3.5R_???,26,26.92,7.71,17.1,1.13,98.63,-32.28,6,8,9.81,17.15,-11.04,12,0.09,3.5
-23.2021,??????_w45_ATR2.4_RSI54/46_12x_9%_3.5R_???,26,26.92,7.71,17.1,1.13,98.63,-32.28,6,8,9.81,17.15,-11.04,12,0.09,3.5
-23.2021,??????_w45_ATR2.4_RSI56/44_12x_9%_3.5R_???,26,26.92,7.71,17.1,1.13,98.63,-32.28,6,8,9.81,17.15,-11.04,12,0.09,3.5
-23.3236,??????_w50_ATR2.4_RSI52/48_8x_9%_3.2R_???,29,27.59,2.48,11.69,1.06,57.64,-20.77,5,9,3.72,11.69,-6.93,8,0.09,3.2
-23.3236,??????_w50_ATR2.4_RSI54/46_8x_9%_3.2R_???,29,27.59,2.48,11.69,1.06,57.64,-20.77,5,9,3.72,11.69,-6.93,8,0.09,3.2
-23.3236,??????_w50_ATR2.4_RSI56/44_8x_9%_3.2R_???,29,27.59,2.48,11.69,1.06,57.64,-20.77,5,9,3.72,11.69,-6.93,8,0.09,3.2
-23.3974,??????_w50_ATR2.4_RSI52/48_8x_10%_3.5R_???,28,25.0,1.2,15.87,1.03,68.2,-22.17,6,8,7.65,12.92,-12.68,8,0.1,3.5
-23.3974,??????_w50_ATR2.4_RSI54/46_8x_10%_3.5R_???,28,25.0,1.2,15.87,1.03,68.2,-22.17,6,8,7.65,12.92,-12.68,8,0.1,3.5
-23.3974,??????_w50_ATR2.4_RSI56/44_8x_10%_3.5R_???,28,25.0,1.2,15.87,1.03,68.2,-22.17,6,8,7.65,12.92,-12.68,8,0.1,3.5
-23.3974,??????_w50_ATR2.4_RSI52/48_10x_8%_3.5R_???,28,25.0,1.2,15.87,1.03,68.2,-22.17,6,8,7.65,12.92,-12.68,10,0.08,3.5
-23.3974,??????_w50_ATR2.4_RSI54/46_10x_8%_3.5R_???,28,25.0,1.2,15.87,1.03,68.2,-22.17,6,8,7.65,12.92,-12.68,10,0.08,3.5
-23.3974,??????_w50_ATR2.4_RSI56/44_10x_8%_3.5R_???,28,25.0,1.2,15.87,1.03,68.2,-22.17,6,8,7.65,12.92,-12.68,10,0.08,3.5
-23.5201,??????_w35_ATR2.4_RSI52/48_12x_9%_3.2R_???,27,29.63,10.75,17.15,1.16,95.38,-34.5,4,9,4.9,17.15,-3.29,12,0.09,3.2
-23.5201,??????_w35_ATR2.4_RSI54/46_12x_9%_3.2R_???,27,29.63,10.75,17.15,1.16,95.38,-34.5,4,9,4.9,17.15,-3.29,12,0.09,3.2
-23.5201,??????_w35_ATR2.4_RSI56/44_12x_9%_3.2R_???,27,29.63,10.75,17.15,1.16,95.38,-34.5,4,9,4.9,17.15,-3.29,12,0.09,3.2
-23.6521,??????_w50_ATR2.4_RSI52/48_12x_7%_3.5R_???,28,25.0,1.11,16.62,1.02,71.17,-23.19,6,8,7.97,13.53,-13.32,12,0.07,3.5
-23.6521,??????_w50_ATR2.4_RSI54/46_12x_7%_3.5R_???,28,25.0,1.11,16.62,1.02,71.17,-23.19,6,8,7.97,13.53,-13.32,12,0.07,3.5
-23.6521,??????_w50_ATR2.4_RSI56/44_12x_7%_3.5R_???,28,25.0,1.11,16.62,1.02,71.17,-23.19,6,8,7.97,13.53,-13.32,12,0.07,3.5
-23.8059,??????_w50_ATR2.2_RSI52/48_10x_12%_3.5R_???,29,27.59,8.58,17.48,1.13,94.95,-32.08,5,9,7.67,17.48,-8.49,10,0.12,3.5
-23.8059,??????_w50_ATR2.2_RSI54/46_10x_12%_3.5R_???,29,27.59,8.58,17.48,1.13,94.95,-32.08,5,9,7.67,17.48,-8.49,10,0.12,3.5
-23.8059,??????_w50_ATR2.2_RSI56/44_10x_12%_3.5R_???,29,27.59,8.58,17.48,1.13,94.95,-32.08,5,9,7.67,17.48,-8.49,10,0.12,3.5
-23.8059,??????_w50_ATR2.2_RSI52/48_12x_10%_3.5R_???,29,27.59,8.58,17.48,1.13,94.95,-32.08,5,9,7.67,17.48,-8.49,12,0.1,3.5
-23.8059,??????_w50_ATR2.2_RSI54/46_12x_10%_3.5R_???,29,27.59,8.58,17.48,1.13,94.95,-32.08,5,9,7.67,17.48,-8.49,12,0.1,3.5
-23.8059,??????_w50_ATR2.2_RSI56/44_12x_10%_3.5R_???,29,27.59,8.58,17.48,1.13,94.95,-32.08,5,9,7.67,17.48,-8.49,12,0.1,3.5
-23.8285,??????_w40_ATR3.0_RSI52/48_8x_7%_3.5R_???,15,26.67,3.65,9.71,1.18,59.65,-18.37,6,6,0.52,10.4,-4.28,8,0.07,3.5
-23.8285,??????_w40_ATR3.0_RSI54/46_8x_7%_3.5R_???,15,26.67,3.65,9.71,1.18,59.65,-18.37,6,6,0.52,10.4,-4.28,8,0.07,3.5
-23.8285,??????_w40_ATR3.0_RSI56/44_8x_7%_3.5R_???,15,26.67,3.65,9.71,1.18,59.65,-18.37,6,6,0.52,10.4,-4.28,8,0.07,3.5
-23.9023,??????_w50_ATR2.4_RSI52/48_10x_8%_3.2R_???,29,27.59,2.5,12.92,1.05,63.51,-23.0,5,9,4.02,12.92,-7.76,10,0.08,3.2
-23.9023,??????_w50_ATR2.4_RSI54/46_10x_8%_3.2R_???,29,27.59,2.5,12.92,1.05,63.51,-23.0,5,9,4.02,12.92,-7.76,10,0.08,3.2
-23.9023,??????_w50_ATR2.4_RSI56/44_10x_8%_3.2R_???,29,27.59,2.5,12.92,1.05,63.51,-23.0,5,9,4.02,12.92,-7.76,10,0.08,3.2
-23.9023,??????_w50_ATR2.4_RSI52/48_8x_10%_3.2R_???,29,27.59,2.5,12.92,1.05,63.51,-23.0,5,9,4.02,12.92,-7.76,8,0.1,3.2
-23.9023,??????_w50_ATR2.4_RSI54/46_8x_10%_3.2R_???,29,27.59,2.5,12.92,1.05,63.51,-23.0,5,9,4.02,12.92,-7.76,8,0.1,3.2
-23.9023,??????_w50_ATR2.4_RSI56/44_8x_10%_3.2R_???,29,27.59,2.5,12.92,1.05,63.51,-23.0,5,9,4.02,12.92,-7.76,8,0.1,3.2
-23.9319,??????_w50_ATR2.4_RSI52/48_8x_11%_3.5R_???,28,25.0,1.02,17.37,1.02,74.09,-24.21,6,8,8.29,14.14,-13.95,8,0.11,3.5
-23.9319,??????_w50_ATR2.4_RSI54/46_8x_11%_3.5R_???,28,25.0,1.02,17.37,1.02,74.09,-24.21,6,8,8.29,14.14,-13.95,8,0.11,3.5
-23.9319,??????_w50_ATR2.4_RSI56/44_8x_11%_3.5R_???,28,25.0,1.02,17.37,1.02,74.09,-24.21,6,8,8.29,14.14,-13.95,8,0.11,3.5
-24.1339,??????_w40_ATR2.4_RSI52/48_8x_8%_3R_???,26,30.77,7.78,10.44,1.22,54.71,-19.99,4,13,2.55,18.92,0.05,8,0.08,3.0
-24.1339,??????_w40_ATR2.4_RSI54/46_8x_8%_3R_???,26,30.77,7.78,10.44,1.22,54.71,-19.99,4,13,2.55,18.92,0.05,8,0.08,3.0
-24.1339,??????_w40_ATR2.4_RSI56/44_8x_8%_3R_???,26,30.77,7.78,10.44,1.22,54.71,-19.99,4,13,2.55,18.92,0.05,8,0.08,3.0
-24.1862,??????_w45_ATR2.4_RSI52/48_12x_9%_3.2R_???,27,29.63,9.36,17.15,1.15,92.34,-33.95,4,9,4.9,17.15,-4.5,12,0.09,3.2
-24.1862,??????_w45_ATR2.4_RSI54/46_12x_9%_3.2R_???,27,29.63,9.36,17.15,1.15,92.34,-33.95,4,9,4.9,17.15,-4.5,12,0.09,3.2
-24.1862,??????_w45_ATR2.4_RSI56/44_12x_9%_3.2R_???,27,29.63,9.36,17.15,1.15,92.34,-33.95,4,9,4.9,17.15,-4.5,12,0.09,3.2
-24.2248,??????_w50_ATR2.4_RSI52/48_12x_7%_3.2R_???,29,27.59,2.5,13.53,1.05,66.41,-24.11,5,9,4.16,13.53,-8.19,12,0.07,3.2
-24.2248,??????_w50_ATR2.4_RSI54/46_12x_7%_3.2R_???,29,27.59,2.5,13.53,1.05,66.41,-24.11,5,9,4.16,13.53,-8.19,12,0.07,3.2
-24.2248,??????_w50_ATR2.4_RSI56/44_12x_7%_3.2R_???,29,27.59,2.5,13.53,1.05,66.41,-24.11,5,9,4.16,13.53,-8.19,12,0.07,3.2
