策略,杠杆,保证金比例,止盈R,最长持仓小时,交易,胜率,收益,最大回撤,盈亏比,平均盈利U,平均亏损U,最大连亏,强平,测试段交易,测试段收益,测试段回撤,测试段平均盈利U
摸底摸顶_75x_15%_1.2R_4H,75,0.1500,1.2,4.0,29,31.03,-56.80,59.21,0.44,50.47,-51.11,6,6,13,-24.98,38.40,57.92
动量突破_30x_5%_1.2R_12H,30,0.0500,1.2,12.0,147,34.69,-48.78,51.35,0.62,15.70,-13.42,11,6,48,-28.44,42.68,26.10
动量突破_20x_8%_1R_不限时,20,0.0800,1.0,,138,47.83,-57.28,63.93,0.76,26.84,-32.56,8,5,44,-38.97,56.94,37.51
摸底摸顶_75x_5%_0.8R_8H,75,0.0500,0.8,8.0,29,48.28,-27.35,27.35,0.47,17.48,-34.54,3,8,13,-12.96,18.20,20.96
趋势突破_50x_5%_1R_4H,50,0.0500,1.0,4.0,95,41.05,-13.73,25.55,0.87,24.61,-19.59,10,8,32,-21.36,25.55,24.95
趋势回踩_20x_25%_1R_不限时,20,0.2500,1.0,,94,44.68,-92.20,93.69,0.63,37.71,-48.19,7,3,37,-54.84,67.77,81.12
摸底摸顶_75x_5%_0.8R_12H,75,0.0500,0.8,12.0,29,41.38,-26.39,26.39,0.52,23.60,-32.18,3,8,13,-14.95,20.07,24.76
趋势突破_30x_5%_2R_24H,30,0.0500,2.0,24.0,66,45.45,-25.98,29.20,0.72,22.16,-25.69,7,8,23,-8.48,28.26,38.34
动量突破_20x_12%_1.5R_不限时,20,0.1200,1.5,,103,37.86,-70.61,75.90,0.76,58.55,-46.71,11,4,35,-53.28,70.55,80.88
动量突破_30x_12%_3R_8H,30,0.1200,3.0,8.0,151,37.75,-86.51,87.05,0.48,14.28,-17.86,10,3,52,-60.30,67.96,29.71
趋势回踩_30x_5%_0.8R_8H,30,0.0500,0.8,8.0,221,41.18,-54.44,55.60,0.60,8.85,-10.38,12,6,80,-30.26,32.00,11.36
动量突破_30x_12%_2.5R_8H,30,0.1200,2.5,8.0,152,37.50,-86.73,87.26,0.48,14.14,-17.61,10,3,52,-60.30,67.96,29.71
动量突破_30x_12%_2R_8H,30,0.1200,2.0,8.0,153,37.91,-86.84,87.37,0.48,14.07,-17.73,10,3,52,-60.30,67.96,29.71
动量突破_30x_8%_1.2R_8H,30,0.0800,1.2,8.0,157,36.94,-77.20,77.82,0.45,10.97,-14.22,10,4,53,-49.80,55.81,19.96
趋势回踩_30x_5%_2R_8H,30,0.0500,2.0,8.0,214,39.72,-55.15,56.10,0.57,8.62,-9.96,12,6,79,-30.93,32.65,10.87
动量突破_30x_12%_1.5R_8H,30,0.1200,1.5,8.0,154,37.66,-87.76,88.25,0.46,12.65,-16.78,10,3,52,-60.30,67.96,29.71
摸底摸顶_75x_8%_2.5R_8H,75,0.0800,2.5,8.0,29,44.83,-24.54,28.83,0.73,50.88,-56.68,4,8,13,-17.12,28.83,58.36
动量突破_20x_10%_3R_不限时,20,0.1000,3.0,,70,21.43,-66.65,78.01,0.70,103.87,-40.45,16,4,29,-54.58,70.18,116.31
摸底摸顶_50x_10%_1R_不限时,50,0.1000,1.0,,28,32.14,-57.05,57.05,0.34,33.29,-45.80,6,6,13,-30.10,36.92,58.69
摸底摸顶_75x_15%_1R_4H,75,0.1500,1.0,4.0,29,31.03,-59.76,61.50,0.40,44.17,-49.75,6,6,13,-25.95,38.40,55.47
动量突破_20x_8%_1.2R_不限时,20,0.0800,1.2,,118,43.22,-59.06,63.00,0.74,32.19,-33.32,10,5,39,-43.51,60.79,52.19
动量突破_30x_8%_1R_8H,30,0.0800,1.0,8.0,161,36.65,-76.99,77.98,0.48,12.07,-14.53,10,4,54,-51.46,57.00,19.26
趋势突破_30x_20%_1R_8H,30,0.2000,1.0,8.0,91,36.26,-89.70,89.70,0.44,21.09,-27.46,11,3,31,-60.13,70.34,64.11
趋势回踩_30x_5%_2.5R_8H,30,0.0500,2.5,8.0,214,39.72,-55.61,56.55,0.57,8.67,-10.02,12,6,79,-32.31,34.01,10.38
趋势突破_20x_25%_0.8R_24H,20,0.2500,0.8,24.0,83,46.99,-86.42,88.47,0.69,49.20,-63.25,7,3,27,-64.42,79.16,103.72
趋势回踩_20x_25%_1.2R_不限时,20,0.2500,1.2,,82,39.02,-92.31,93.13,0.59,41.74,-45.18,7,3,32,-60.41,72.38,99.84
趋势突破_30x_5%_3R_24H,30,0.0500,3.0,24.0,66,45.45,-28.51,31.63,0.69,20.92,-25.36,7,8,23,-11.62,28.26,33.23
趋势回踩_30x_5%_3R_8H,30,0.0500,3.0,8.0,214,39.72,-56.64,57.56,0.55,8.27,-9.84,12,6,79,-32.31,34.01,10.38
摸底摸顶_50x_20%_1R_24H,50,0.2000,1.0,24.0,28,35.71,-75.45,75.45,0.42,55.20,-72.58,8,4,13,-58.92,66.23,87.84
摸底摸顶_75x_8%_2R_8H,75,0.0800,2.0,8.0,29,44.83,-26.71,30.04,0.70,48.61,-56.18,4,8,13,-18.53,30.04,55.29
摸底摸顶_75x_8%_1.2R_8H,75,0.0800,1.2,8.0,29,48.28,-31.62,31.62,0.61,34.85,-53.60,3,8,13,-14.10,25.76,47.29
趋势回踩_30x_5%_1.2R_8H,30,0.0500,1.2,8.0,215,40.00,-57.01,57.92,0.55,8.22,-9.90,12,6,79,-32.45,34.14,10.35
趋势回踩_30x_5%_1.5R_8H,30,0.0500,1.5,8.0,214,39.72,-56.99,57.90,0.55,8.18,-9.81,12,6,79,-32.49,34.18,10.30
趋势突破_30x_20%_0.8R_12H,30,0.2000,0.8,12.0,88,38.64,-81.35,81.79,0.63,40.14,-40.34,8,4,29,-45.13,71.12,115.05
摸底摸顶_75x_8%_1.2R_12H,75,0.0800,1.2,12.0,29,41.38,-30.05,30.05,0.65,46.73,-50.66,3,8,13,-17.25,28.49,55.75
摸底摸顶_50x_8%_2.5R_不限时,50,0.0800,2.5,,28,21.43,-45.90,46.29,0.49,73.96,-41.04,6,7,13,-30.02,30.53,98.82
趋势回踩_20x_25%_2R_不限时,20,0.2500,2.0,,68,32.35,-85.45,90.14,0.65,73.66,-53.81,7,4,25,-40.02,74.12,163.48
摸底摸顶_50x_12%_1.2R_不限时,50,0.1200,1.2,,28,32.14,-59.66,59.66,0.41,45.67,-53.03,6,6,13,-31.45,40.76,85.22
趋势回踩_30x_5%_1R_8H,30,0.0500,1.0,8.0,216,40.28,-57.20,58.11,0.55,8.06,-9.87,12,6,79,-32.65,34.33,10.32
趋势突破_20x_25%_1.5R_24H,20,0.2500,1.5,24.0,69,43.48,-88.51,89.94,0.59,42.13,-55.10,7,3,24,-63.40,78.28,109.02
趋势突破_50x_5%_0.8R_4H,50,0.0500,0.8,4.0,99,39.39,-24.26,28.02,0.78,22.07,-18.39,10,8,32,-21.36,25.55,24.95
动量突破_20x_20%_1.2R_24H,20,0.2000,1.2,24.0,134,41.04,-91.30,92.47,0.71,39.75,-39.23,7,2,45,-84.81,90.87,68.87
摸底摸顶_50x_20%_2.5R_24H,50,0.2000,2.5,24.0,28,28.57,-77.64,77.82,0.45,78.32,-70.15,10,4,13,-59.26,68.11,162.53
摸底摸顶_50x_10%_0.8R_不限时,50,0.1000,0.8,,28,35.71,-57.58,57.58,0.32,27.49,-47.26,4,6,13,-33.67,38.89,45.37
趋势突破_30x_25%_1R_12H,30,0.2500,1.0,12.0,85,37.65,-83.64,86.11,0.66,50.58,-46.32,8,4,28,-38.80,78.99,191.93
趋势突破_30x_20%_0.8R_8H,30,0.2000,0.8,8.0,93,35.48,-91.37,91.37,0.43,20.54,-26.53,11,3,31,-62.55,70.34,55.83
摸底摸顶_50x_20%_2R_24H,50,0.2000,2.0,24.0,28,28.57,-75.67,75.67,0.49,92.21,-74.72,10,4,13,-60.36,68.72,156.31
动量突破_20x_10%_2.5R_不限时,20,0.1000,2.5,,81,25.93,-74.69,77.69,0.64,63.59,-34.71,16,4,30,-59.89,71.37,79.55
动量突破_20x_20%_2.5R_24H,20,0.2000,2.5,24.0,122,39.34,-92.51,93.13,0.68,40.20,-38.58,7,2,43,-85.51,90.87,68.08
摸底摸顶_50x_20%_1.5R_24H,50,0.2000,1.5,24.0,28,28.57,-78.02,78.02,0.45,79.38,-70.76,10,4,13,-59.55,69.59,182.22
摸底摸顶_75x_15%_0.8R_4H,75,0.1500,0.8,4.0,29,31.03,-64.16,65.26,0.33,34.99,-47.83,6,6,13,-26.92,38.40,53.02
趋势突破_50x_5%_1.5R_4H,50,0.0500,1.5,4.0,92,40.22,-23.55,32.56,0.77,21.53,-18.77,10,8,32,-21.36,25.55,24.95
趋势突破_50x_5%_1.2R_4H,50,0.0500,1.2,4.0,93,39.78,-24.58,32.56,0.76,21.09,-18.33,10,8,32,-21.36,25.55,24.95
趋势突破_20x_25%_1.2R_24H,20,0.2500,1.2,24.0,74,40.54,-90.01,91.31,0.60,45.65,-51.58,7,3,25,-66.22,78.28,103.75
摸底摸顶_75x_20%_2.5R_4H,75,0.2000,2.5,4.0,29,31.03,-61.08,64.99,0.51,71.11,-62.54,6,6,13,-30.95,48.25,79.65
摸底摸顶_50x_20%_3R_24H,50,0.2000,3.0,24.0,28,25.00,-81.08,81.72,0.39,74.81,-63.55,10,4,13,-58.17,68.11,168.74
动量突破_20x_10%_0.8R_不限时,20,0.1000,0.8,,151,49.67,-76.08,77.30,0.68,21.77,-31.49,5,4,51,-57.25,67.63,32.45
摸底摸顶_75x_8%_2.5R_12H,75,0.0800,2.5,12.0,29,37.93,-28.69,31.44,0.69,58.47,-51.67,5,8,13,-22.93,31.44,60.54
摸底摸顶_75x_8%_1.5R_8H,75,0.0800,1.5,8.0,29,44.83,-31.84,31.84,0.63,41.97,-54.00,4,8,13,-17.64,31.25,59.47
趋势突破_50x_5%_2R_4H,50,0.0500,2.0,4.0,91,39.56,-26.13,32.56,0.74,20.52,-18.18,10,8,32,-21.36,25.55,24.95
趋势突破_50x_5%_2.5R_4H,50,0.0500,2.5,4.0,91,39.56,-26.13,32.56,0.74,20.52,-18.18,10,8,32,-21.36,25.55,24.95
趋势突破_50x_5%_3R_4H,50,0.0500,3.0,4.0,91,39.56,-26.13,32.56,0.74,20.52,-18.18,10,8,32,-21.36,25.55,24.95
动量突破_30x_8%_2.5R_12H,30,0.0800,2.5,12.0,136,35.29,-65.51,68.82,0.61,21.35,-19.09,10,5,46,-45.67,55.81,25.69
动量突破_30x_8%_3R_12H,30,0.0800,3.0,12.0,135,34.81,-65.78,69.06,0.61,21.48,-18.95,10,5,46,-45.67,55.81,25.69
动量突破_20x_20%_2R_24H,20,0.2000,2.0,24.0,124,38.71,-94.06,94.55,0.64,35.52,-34.81,7,2,43,-86.44,90.87,58.32
动量突破_30x_8%_2R_12H,30,0.0800,2.0,12.0,137,35.77,-66.21,69.45,0.60,20.43,-18.90,10,5,46,-45.67,55.81,25.69
摸底摸顶_50x_12%_1.5R_不限时,50,0.1200,1.5,,28,25.00,-64.33,64.33,0.39,57.99,-49.97,6,6,13,-32.11,43.33,132.99
动量突破_20x_20%_1R_24H,20,0.2000,1.0,24.0,145,43.45,-93.45,94.59,0.73,40.88,-42.80,8,2,47,-87.76,91.81,55.81
摸底摸顶_75x_8%_3R_12H,75,0.0800,3.0,12.0,29,37.93,-31.42,32.27,0.66,54.48,-50.75,5,8,13,-21.62,31.14,64.12
摸底摸顶_75x_8%_2R_12H,75,0.0800,2.0,12.0,29,37.93,-27.93,32.61,0.70,60.60,-52.55,5,8,13,-24.24,32.61,56.97
动量突破_20x_20%_0.8R_24H,20,0.2000,0.8,24.0,154,46.10,-93.54,94.26,0.70,31.46,-38.18,6,2,52,-87.46,90.59,41.44
趋势突破_30x_5%_3R_不限时,30,0.0500,3.0,,33,27.27,6.04,26.10,1.06,125.21,-44.44,6,10,13,17.28,29.85,175.17
摸底摸顶_75x_20%_2R_4H,75,0.2000,2.0,4.0,29,31.03,-63.04,66.75,0.49,66.95,-61.65,6,6,13,-30.95,48.25,79.65
摸底摸顶_75x_8%_1.5R_12H,75,0.0800,1.5,12.0,29,37.93,-30.57,33.77,0.67,56.16,-51.30,5,8,13,-20.66,33.77,73.34
趋势突破_20x_20%_1.5R_不限时,20,0.2000,1.5,,53,41.51,-48.96,72.93,0.88,159.76,-129.17,7,5,18,-40.05,72.93,257.56
动量突破_30x_8%_1.5R_12H,30,0.0800,1.5,12.0,143,34.27,-68.51,70.98,0.59,19.93,-17.68,10,5,47,-44.63,55.81,28.40
摸底摸顶_75x_8%_1R_8H,75,0.0800,1.0,8.0,29,48.28,-34.82,34.82,0.56,31.30,-52.43,3,8,13,-17.36,26.85,39.96
趋势突破_20x_15%_2R_不限时,20,0.1500,2.0,,42,30.95,-51.99,68.00,0.79,154.66,-87.26,7,5,17,-46.47,68.00,202.77
摸底摸顶_75x_20%_3R_4H,75,0.2000,3.0,4.0,29,31.03,-63.61,67.26,0.48,65.74,-61.39,6,6,13,-30.95,48.25,79.65
摸底摸顶_50x_20%_0.8R_24H,50,0.2000,0.8,24.0,28,35.71,-78.99,78.99,0.36,44.36,-68.53,8,4,13,-61.41,67.04,68.37
摸底摸顶_75x_8%_1R_12H,75,0.0800,1.0,12.0,29,41.38,-33.53,33.53,0.60,42.10,-49.44,3,8,13,-20.39,29.54,47.08
摸底摸顶_75x_8%_3R_8H,75,0.0800,3.0,8.0,29,41.38,-36.11,36.11,0.57,39.96,-49.45,4,8,13,-16.89,28.63,58.87
动量突破_20x_20%_1.5R_24H,20,0.2000,1.5,24.0,129,38.76,-94.98,95.40,0.62,31.58,-32.01,7,2,44,-87.59,90.87,53.01
摸底摸顶_75x_10%_2.5R_8H,75,0.1000,2.5,8.0,29,44.83,-31.36,35.05,0.71,59.82,-68.20,4,8,13,-21.69,35.05,71.81
趋势突破_20x_25%_1.2R_不限时,20,0.2500,1.2,,59,44.07,-71.87,77.30,0.80,112.71,-110.59,3,5,19,-31.08,74.82,307.50
摸底摸顶_75x_20%_1.5R_4H,75,0.2000,1.5,4.0,29,31.03,-65.16,68.48,0.47,63.66,-61.23,6,6,13,-31.33,48.25,78.68
动量突破_20x_20%_2R_不限时,20,0.2000,2.0,,92,32.61,-87.56,91.73,0.78,105.61,-65.22,11,3,32,-70.45,86.74,162.20
动量突破_30x_10%_0.8R_8H,30,0.1000,0.8,8.0,163,37.42,-82.67,83.18,0.49,12.96,-15.86,10,4,55,-57.76,61.59,21.11
趋势回踩_30x_5%_2.5R_24H,30,0.0500,2.5,24.0,135,40.74,-16.74,33.24,0.90,28.06,-21.39,10,9,50,-3.56,25.10,31.24
趋势回踩_20x_25%_0.8R_不限时,20,0.2500,0.8,,105,50.48,-92.50,93.79,0.67,35.77,-54.24,6,3,38,-71.22,76.69,57.45
摸底摸顶_50x_10%_3R_不限时,50,0.1000,3.0,,28,21.43,-47.52,48.68,0.57,105.65,-50.41,6,7,13,-33.18,34.66,139.49
摸底摸顶_50x_12%_1R_不限时,50,0.1200,1.0,,28,32.14,-64.37,64.37,0.33,35.61,-50.75,6,6,13,-35.49,42.90,68.94
趋势回踩_30x_5%_2R_24H,30,0.0500,2.0,24.0,135,40.74,-22.25,31.29,0.86,25.62,-20.39,10,9,50,-2.16,25.10,32.67
动量突破_30x_15%_3R_8H,30,0.1500,3.0,8.0,151,37.75,-92.30,92.68,0.48,14.76,-18.77,10,3,52,-69.25,76.29,35.27
动量突破_30x_15%_2.5R_8H,30,0.1500,2.5,8.0,152,37.50,-92.44,92.82,0.47,14.62,-18.50,10,3,52,-69.25,76.29,35.27
动量突破_30x_15%_2R_8H,30,0.1500,2.0,8.0,153,37.91,-92.51,92.88,0.48,14.67,-18.70,10,3,52,-69.25,76.29,35.27
动量突破_20x_10%_1R_不限时,20,0.1000,1.0,,138,47.83,-66.71,72.97,0.76,31.48,-38.12,8,5,44,-46.98,65.58,45.12
动量突破_20x_25%_1.2R_24H,20,0.2500,1.2,24.0,134,41.04,-95.94,96.58,0.71,42.84,-41.97,7,2,45,-91.21,95.26,84.49
趋势突破_20x_20%_0.8R_不限时,20,0.2000,0.8,,77,51.95,-73.71,78.53,0.77,60.00,-84.79,4,5,26,-38.18,73.63,141.00
摸底摸顶_50x_25%_1.2R_24H,50,0.2500,1.2,24.0,28,35.71,-80.64,80.64,0.47,72.17,-84.89,8,4,13,-65.96,74.35,129.36
动量突破_30x_15%_1.5R_8H,30,0.1500,1.5,8.0,154,37.66,-93.14,93.48,0.45,13.03,-17.57,10,3,52,-69.25,76.29,35.27
摸底摸顶_75x_10%_2R_8H,75,0.1000,2.0,8.0,29,44.83,-33.79,36.40,0.69,57.04,-67.47,4,8,13,-23.33,36.40,68.16
摸底摸顶_75x_10%_1.2R_8H,75,0.1000,1.2,8.0,29,48.28,-39.03,39.03,0.59,40.19,-63.53,3,8,13,-18.01,31.47,58.44
动量突破_20x_25%_2.5R_24H,20,0.2500,2.5,24.0,122,39.34,-96.62,96.97,0.68,43.67,-41.38,7,2,43,-91.75,95.26,82.92
趋势突破_30x_8%_2.5R_24H,30,0.0800,2.5,24.0,66,45.45,-37.17,41.67,0.74,34.74,-39.27,7,8,23,-10.11,41.67,73.92
摸底摸顶_50x_8%_2R_不限时,50,0.0800,2.0,,28,21.43,-52.25,52.25,0.39,55.91,-39.00,6,7,13,-33.23,33.23,77.87
摸底摸顶_75x_10%_1.2R_12H,75,0.1000,1.2,12.0,29,41.38,-37.34,37.34,0.64,54.56,-60.48,3,8,13,-21.78,34.62,68.74
动量突破_20x_15%_1.5R_不限时,20,0.1500,1.5,,103,37.86,-80.18,83.98,0.77,67.06,-53.40,11,4,35,-62.87,78.95,97.65
动量突破_30x_10%_1.2R_8H,30,0.1000,1.2,8.0,157,36.94,-84.63,85.15,0.45,12.00,-15.58,10,4,53,-58.25,64.27,23.83
动量突破_20x_12%_3R_不限时,20,0.1200,3.0,,70,21.43,-74.68,84.28,0.70,116.72,-45.41,16,4,29,-62.21,76.99,133.57
动量突破_20x_25%_1R_24H,20,0.2500,1.0,24.0,145,43.45,-97.18,97.75,0.75,45.35,-46.70,8,2,47,-93.32,95.89,66.99
趋势突破_30x_25%_1R_8H,30,0.2500,1.0,8.0,91,36.26,-94.76,94.76,0.42,21.11,-28.35,11,3,31,-70.08,78.93,77.55
动量突破_20x_25%_2R_24H,20,0.2500,2.0,24.0,124,38.71,-97.46,97.72,0.65,37.95,-36.79,7,2,43,-92.36,95.26,70.65
动量突破_30x_10%_1R_8H,30,0.1000,1.0,8.0,161,36.65,-84.47,85.30,0.48,13.21,-15.92,10,4,54,-59.96,65.49,22.77
动量突破_20x_25%_0.8R_24H,20,0.2500,0.8,24.0,154,46.10,-97.22,97.59,0.71,33.59,-40.45,6,2,52,-93.10,95.13,47.49
摸底摸顶_50x_12%_0.8R_不限时,50,0.1200,0.8,,28,35.71,-64.84,64.84,0.32,29.92,-52.64,4,6,13,-39.37,45.01,53.19
趋势回踩_30x_5%_3R_24H,30,0.0500,3.0,24.0,135,40.74,-21.39,35.92,0.87,26.13,-20.64,10,9,50,-6.19,25.10,29.08
摸底摸顶_75x_20%_1.2R_4H,75,0.2000,1.2,4.0,29,31.03,-69.71,71.90,0.40,52.00,-58.25,6,6,13,-33.03,48.25,74.38
动量突破_20x_10%_1.2R_不限时,20,0.1000,1.2,,118,43.22,-68.46,72.18,0.74,37.69,-38.91,10,5,39,-51.91,69.39,64.17
动量突破_20x_25%_1.5R_24H,20,0.2500,1.5,24.0,129,38.76,-97.95,98.16,0.63,32.89,-33.22,7,2,44,-93.15,95.26,63.51
动量突破_20x_12%_2.5R_不限时,20,0.1200,2.5,,81,25.93,-81.73,84.03,0.64,69.55,-37.96,16,4,30,-67.34,78.06,90.88
趋势突破_30x_25%_0.8R_8H,30,0.2500,0.8,8.0,93,35.48,-95.81,95.81,0.41,20.50,-27.24,11,3,31,-72.19,78.93,67.17
摸底摸顶_75x_10%_2.5R_12H,75,0.1000,2.5,12.0,29,37.93,-35.94,38.03,0.68,68.95,-62.10,5,8,13,-28.42,38.03,73.87
摸底摸顶_75x_8%_0.8R_8H,75,0.0800,0.8,8.0,29,48.28,-41.14,41.14,0.45,24.39,-50.18,3,8,13,-20.54,27.93,32.76
摸底摸顶_75x_10%_1.5R_8H,75,0.1000,1.5,8.0,29,44.83,-39.44,39.44,0.62,48.80,-64.30,4,8,13,-22.35,37.76,73.70
摸底摸顶_75x_8%_0.8R_12H,75,0.0800,0.8,12.0,29,41.38,-39.97,39.97,0.50,33.59,-47.23,3,8,13,-23.46,30.58,38.56
趋势突破_50x_8%_1R_4H,50,0.0800,1.0,4.0,95,41.05,-24.08,38.23,0.86,39.05,-31.49,10,8,32,-32.88,38.23,38.70
摸底摸顶_50x_10%_2.5R_不限时,50,0.1000,2.5,,28,21.43,-54.73,55.10,0.48,82.73,-47.44,6,7,13,-36.75,37.27,114.68
摸底摸顶_75x_10%_2R_12H,75,0.1000,2.0,12.0,29,37.93,-35.16,39.32,0.69,71.74,-63.37,5,8,13,-29.91,39.32,69.71
摸底摸顶_50x_15%_1.2R_不限时,50,0.1500,1.2,,28,32.14,-69.02,69.02,0.39,48.34,-59.22,6,6,13,-38.76,48.81,103.39
趋势突破_20x_25%_2.5R_不限时,20,0.2500,2.5,,37,29.73,-58.51,82.93,0.84,287.35,-144.08,7,4,15,-47.12,82.93,435.46
摸底摸顶_75x_10%_3R_12H,75,0.1000,3.0,12.0,29,37.93,-38.94,39.72,0.64,64.05,-60.77,5,8,13,-26.93,37.55,78.03
动量突破_20x_12%_0.8R_不限时,20,0.1200,0.8,,151,49.67,-82.74,83.80,0.68,23.83,-34.40,5,4,51,-64.63,74.60,37.01
摸底摸顶_50x_25%_1R_24H,50,0.2500,1.0,24.0,28,35.71,-84.09,84.09,0.41,57.55,-78.69,8,4,13,-68.37,75.10,105.66
摸底摸顶_75x_10%_1.5R_12H,75,0.1000,1.5,12.0,29,37.93,-38.09,40.62,0.66,66.05,-61.53,5,8,13,-25.92,40.62,90.78
趋势突破_30x_8%_2R_24H,30,0.0800,2.0,24.0,66,45.45,-40.62,44.53,0.71,32.60,-38.45,7,8,23,-15.05,41.67,63.74
摸底摸顶_75x_12%_2.5R_8H,75,0.1200,2.5,8.0,29,44.83,-38.15,40.89,0.70,67.23,-78.47,4,8,13,-26.30,40.89,84.76
趋势突破_30x_25%_0.8R_12H,30,0.2500,0.8,12.0,88,38.64,-89.39,89.67,0.61,41.02,-42.38,8,4,29,-55.67,79.63,146.78
摸底摸顶_75x_10%_1R_8H,75,0.1000,1.0,8.0,29,48.28,-42.47,42.47,0.54,35.95,-61.87,3,8,13,-21.80,32.71,49.26
摸底摸顶_75x_20%_1R_4H,75,0.2000,1.0,4.0,29,31.03,-72.35,73.91,0.36,45.00,-56.42,6,6,13,-34.16,48.25,71.52
摸底摸顶_75x_10%_1R_12H,75,0.1000,1.0,12.0,29,41.38,-41.12,41.12,0.59,48.94,-58.73,3,8,13,-25.39,35.80,57.92
摸底摸顶_75x_10%_3R_8H,75,0.1000,3.0,8.0,29,41.38,-44.09,44.09,0.56,45.92,-58.35,4,8,13,-21.43,34.83,72.40
摸底摸顶_50x_25%_2.5R_24H,50,0.2500,2.5,24.0,28,28.57,-86.06,86.13,0.43,81.32,-75.56,10,4,13,-68.86,76.77,194.75
动量突破_30x_5%_1R_12H,30,0.0500,1.0,12.0,153,35.95,-51.68,53.38,0.62,15.22,-13.82,11,7,50,-32.60,43.38,25.07
摸底摸顶_50x_25%_2R_24H,50,0.2500,2.0,24.0,28,28.57,-84.57,84.57,0.48,96.84,-81.02,10,4,13,-69.88,77.42,188.79
摸底摸顶_50x_25%_1.5R_24H,50,0.2500,1.5,24.0,28,28.57,-86.36,86.36,0.43,82.27,-76.09,10,4,13,-69.18,78.18,222.90
动量突破_30x_10%_2.5R_12H,30,0.1000,2.5,12.0,136,35.29,-74.35,77.36,0.61,24.40,-21.76,10,5,46,-53.88,64.26,30.63
摸底摸顶_50x_25%_3R_24H,50,0.2500,3.0,24.0,28,25.00,-88.64,89.05,0.38,78.56,-68.40,10,4,13,-67.84,76.77,200.71
动量突破_30x_10%_3R_12H,30,0.1000,3.0,12.0,135,34.81,-74.61,77.60,0.61,24.48,-21.55,10,5,46,-53.88,64.26,30.63
动量突破_30x_10%_2R_12H,30,0.1000,2.0,12.0,137,35.77,-74.97,77.91,0.60,23.35,-21.52,10,5,46,-53.88,64.26,30.63
动量突破_30x_12%_0.8R_8H,30,0.1200,0.8,8.0,163,37.42,-88.16,88.57,0.48,13.56,-16.75,10,4,55,-64.90,68.60,23.89
趋势回踩_30x_5%_1.5R_24H,30,0.0500,1.5,24.0,135,41.48,-34.14,38.98,0.77,20.14,-18.60,10,9,50,-5.19,25.10,28.37
摸底摸顶_50x_15%_1.5R_不限时,50,0.1500,1.5,,28,25.00,-73.58,73.58,0.37,60.60,-55.24,6,6,13,-39.70,51.66,162.72
摸底摸顶_75x_12%_2R_8H,75,0.1200,2.0,8.0,29,44.83,-40.75,42.34,0.67,63.98,-77.46,4,8,13,-28.11,42.34,80.63
动量突破_30x_5%_0.8R_12H,30,0.0500,0.8,12.0,159,37.74,-53.45,55.05,0.60,13.24,-13.42,11,7,53,-34.04,42.50,20.01
摸底摸顶_75x_12%_1.2R_8H,75,0.1200,1.2,8.0,29,48.28,-46.07,46.07,0.57,44.33,-72.08,3,8,13,-22.02,36.89,69.27
动量突破_30x_10%_1.5R_12H,30,0.1000,1.5,12.0,143,34.27,-77.14,79.32,0.59,22.37,-19.87,10,5,47,-52.80,64.26,34.07
摸底摸顶_75x_25%_2.5R_4H,75,0.2500,2.5,4.0,29,31.03,-72.52,75.87,0.46,67.87,-66.80,6,6,13,-38.54,56.84,95.31
摸底摸顶_75x_12%_1.2R_12H,75,0.1200,1.2,12.0,29,41.38,-44.35,44.35,0.62,60.91,-69.08,3,8,13,-26.32,40.37,81.31
摸底摸顶_50x_25%_0.8R_24H,50,0.2500,0.8,24.0,28,35.71,-86.84,86.84,0.35,46.06,-73.83,8,4,13,-70.68,75.84,82.35
摸底摸顶_75x_20%_0.8R_4H,75,0.2000,0.8,4.0,29,31.03,-76.20,77.16,0.29,35.08,-53.89,6,6,13,-35.29,48.25,68.65
趋势突破_30x_8%_3R_24H,30,0.0800,3.0,24.0,66,45.45,-43.59,47.31,0.68,30.77,-37.75,7,8,23,-19.30,41.67,55.00
动量突破_20x_25%_2R_不限时,20,0.2500,2.0,,92,32.61,-94.32,96.49,0.78,114.10,-70.42,11,3,32,-80.78,92.69,194.35
趋势突破_30x_8%_3R_不限时,30,0.0800,3.0,,33,27.27,0.33,38.83,1.00,184.74,-69.14,6,10,13,22.36,43.80,287.18
摸底摸顶_50x_12%_3R_不限时,50,0.1200,3.0,,28,21.43,-55.43,56.56,0.55,114.06,-56.30,6,7,13,-39.36,40.89,155.28
动量突破_20x_12%_1R_不限时,20,0.1200,1.0,,138,47.83,-74.45,80.02,0.76,35.42,-42.81,8,5,44,-54.26,72.65,52.23
动量突破_30x_12%_1.2R_8H,30,0.1200,1.2,8.0,157,36.94,-89.74,90.16,0.45,12.66,-16.48,10,4,53,-65.44,71.21,27.34
摸底摸顶_75x_25%_2R_4H,75,0.2500,2.0,4.0,29,31.03,-74.15,77.31,0.44,63.79,-65.78,6,6,13,-38.54,56.84,95.31
趋势突破_30x_10%_2.5R_24H,30,0.1000,2.5,24.0,66,45.45,-46.08,50.35,0.73,40.88,-46.87,7,8,23,-14.30,49.36,94.93
摸底摸顶_75x_25%_3R_4H,75,0.2500,3.0,4.0,29,31.03,-74.63,77.72,0.43,62.61,-65.49,6,6,13,-38.54,56.84,95.31
动量突破_30x_20%_3R_8H,30,0.2000,3.0,8.0,151,37.75,-97.13,97.32,0.46,14.47,-19.11,10,3,52,-80.35,85.87,43.23
