策略,杠杆,保证金比例,止盈R,最长持仓小时,交易,胜率,收益,最大回撤,盈亏比,平均盈利U,平均亏损U,最大连亏,强平,测试段交易,测试段收益,测试段回撤,测试段平均盈利U
趋势突破_30x_20%_2R_12H,30,0.2000,2.0,12.0,77,40.26,-74.36,77.92,0.65,43.71,-45.62,8,3,26,-39.24,62.98,76.31
动量突破_30x_8%_3R_8H,30,0.0800,3.0,8.0,151,37.75,-72.56,73.30,0.49,12.33,-15.19,10,3,52,-45.03,52.63,21.26
动量突破_15x_20%_0.8R_不限时,15,0.2000,0.8,,151,49.67,-88.21,89.10,0.70,27.78,-39.02,5,1,51,-72.62,81.82,43.15
动量突破_30x_8%_2.5R_8H,30,0.0800,2.5,8.0,152,37.50,-72.88,73.62,0.49,12.22,-15.00,10,3,52,-45.03,52.63,21.26
趋势突破_30x_20%_1.2R_8H,30,0.2000,1.2,8.0,89,37.08,-87.37,87.37,0.45,21.74,-28.41,11,2,30,-50.86,65.62,67.79
动量突破_30x_8%_2R_8H,30,0.0800,2.0,8.0,153,37.91,-73.07,73.80,0.49,12.04,-15.04,10,3,52,-45.03,52.63,21.26
趋势突破_30x_20%_2.5R_12H,30,0.2000,2.5,12.0,77,40.26,-74.99,78.47,0.64,42.09,-44.67,8,3,26,-39.24,62.98,76.31
趋势突破_30x_20%_3R_12H,30,0.2000,3.0,12.0,77,40.26,-74.99,78.47,0.64,42.09,-44.67,8,3,26,-39.24,62.98,76.31
动量突破_20x_20%_0.8R_8H,20,0.2000,0.8,8.0,163,37.42,-91.48,91.80,0.48,13.68,-17.15,10,1,55,-71.09,74.42,24.54
动量突破_20x_20%_0.8R_12H,20,0.2000,0.8,12.0,159,37.74,-89.67,90.57,0.58,20.85,-21.69,11,1,53,-71.48,79.87,42.20
动量突破_15x_20%_2R_24H,15,0.2000,2.0,24.0,124,38.71,-86.65,87.49,0.63,30.94,-30.94,7,1,43,-76.21,82.50,44.83
趋势突破_30x_20%_2R_8H,30,0.2000,2.0,8.0,88,36.36,-87.86,87.86,0.43,20.81,-27.58,11,2,30,-50.86,65.62,67.79
趋势突破_30x_20%_2.5R_8H,30,0.2000,2.5,8.0,88,36.36,-87.86,87.86,0.43,20.81,-27.58,11,2,30,-50.86,65.62,67.79
趋势突破_30x_20%_3R_8H,30,0.2000,3.0,8.0,88,36.36,-87.86,87.86,0.43,20.81,-27.58,11,2,30,-50.86,65.62,67.79
动量突破_15x_20%_0.8R_24H,15,0.2000,0.8,24.0,154,46.10,-85.69,86.92,0.69,27.42,-33.78,6,1,52,-77.52,82.01,34.07
摸底摸顶_50x_5%_3R_不限时,50,0.0500,3.0,,28,21.43,-24.82,25.76,0.62,67.72,-29.75,6,7,13,-16.79,17.83,83.44
摸底摸顶_50x_12%_0.8R_24H,50,0.1200,0.8,24.0,28,35.71,-58.52,58.52,0.38,35.20,-52.06,8,4,13,-42.02,47.41,44.02
动量突破_15x_25%_1R_不限时,15,0.2500,1.0,,138,47.83,-88.71,92.15,0.78,48.57,-56.84,8,1,44,-72.27,87.30,73.74
动量突破_20x_12%_1.2R_24H,20,0.1200,1.2,24.0,134,41.04,-74.11,76.41,0.69,29.69,-30.05,7,2,45,-65.84,75.20,43.09
动量突破_15x_20%_1R_24H,15,0.2000,1.0,24.0,145,43.45,-85.51,87.56,0.72,34.23,-36.73,8,1,47,-77.91,83.81,43.45
趋势突破_15x_25%_2R_不限时,15,0.2500,2.0,,42,30.95,-64.69,77.60,0.79,187.82,-106.50,7,2,17,-58.20,77.58,245.91
动量突破_30x_8%_1.5R_8H,30,0.0800,1.5,8.0,154,37.66,-74.37,75.07,0.46,11.03,-14.41,10,3,52,-45.03,52.63,21.26
摸底摸顶_75x_12%_2.5R_4H,75,0.1200,2.5,4.0,29,31.03,-38.27,42.91,0.59,62.36,-47.20,6,6,13,-18.50,31.84,51.28
动量突破_30x_20%_1.2R_4H,30,0.2000,1.2,4.0,165,40.61,-69.84,77.73,0.80,41.08,-35.21,11,2,55,-70.58,75.85,31.29
趋势回踩_30x_20%_1R_4H,30,0.2000,1.0,4.0,278,39.93,-93.16,93.73,0.49,8.20,-11.03,14,3,104,-23.03,44.77,37.09
动量突破_15x_25%_1.2R_8H,15,0.2500,1.2,8.0,157,36.94,-91.99,92.32,0.44,12.64,-16.70,10,1,53,-71.46,76.38,26.46
摸底摸顶_75x_10%_1.2R_4H,75,0.1000,1.2,4.0,29,31.03,-40.75,43.00,0.49,42.67,-39.58,6,6,13,-16.72,27.17,40.10
趋势突破_20x_10%_2R_不限时,20,0.1000,2.0,,42,30.95,-33.43,52.10,0.81,112.76,-62.07,7,5,17,-31.46,52.10,139.84
摸底摸顶_50x_15%_1.2R_24H,50,0.1500,1.2,24.0,28,35.71,-58.54,58.54,0.51,60.39,-66.07,8,4,13,-45.00,54.03,84.34
趋势突破_20x_12%_0.8R_不限时,20,0.1200,0.8,,77,51.95,-48.67,55.21,0.79,44.94,-61.74,4,5,26,-20.15,52.97,80.05
趋势回踩_30x_25%_2.5R_4H,30,0.2500,2.5,4.0,278,39.93,-95.55,96.18,0.52,9.51,-12.04,14,3,104,-16.19,52.71,52.85
动量突破_20x_20%_1.2R_8H,20,0.2000,1.2,8.0,157,36.94,-92.73,93.05,0.45,12.88,-16.91,10,1,53,-71.61,76.76,28.59
动量突破_20x_12%_2.5R_24H,20,0.1200,2.5,24.0,122,39.34,-76.36,77.57,0.65,29.70,-29.58,7,2,43,-66.65,75.20,42.93
动量突破_15x_25%_1R_8H,15,0.2500,1.0,8.0,161,36.65,-91.89,92.43,0.47,13.91,-17.06,10,1,54,-72.91,77.41,24.82
动量突破_15x_20%_1.5R_24H,15,0.2000,1.5,24.0,129,38.76,-88.21,88.96,0.62,28.28,-29.06,7,1,44,-77.78,82.50,41.21
摸底摸顶_75x_12%_2R_4H,75,0.1200,2.0,4.0,29,31.03,-40.34,44.11,0.57,58.97,-46.70,6,6,13,-18.50,31.84,51.28
摸底摸顶_50x_25%_0.8R_8H,50,0.2500,0.8,8.0,29,48.28,-76.95,76.95,0.34,28.56,-77.96,3,3,13,-46.41,55.84,60.02
趋势回踩_20x_15%_0.8R_不限时,20,0.1500,0.8,,105,50.48,-74.98,77.91,0.68,30.02,-45.02,6,3,38,-48.86,55.16,42.21
摸底摸顶_75x_12%_3R_4H,75,0.1200,3.0,4.0,29,31.03,-40.93,44.67,0.56,57.99,-46.56,6,6,13,-18.50,31.84,51.28
动量突破_20x_20%_1R_8H,20,0.2000,1.0,8.0,161,36.65,-92.65,93.16,0.47,14.17,-17.28,10,1,54,-73.16,77.84,26.82
趋势回踩_30x_25%_3R_4H,30,0.2500,3.0,4.0,278,39.93,-95.65,96.27,0.52,9.48,-12.03,14,3,104,-18.11,52.71,51.60
动量突破_15x_25%_1.2R_不限时,15,0.2500,1.2,,118,43.22,-89.84,91.89,0.76,57.21,-56.96,10,1,39,-77.06,89.82,115.16
动量突破_30x_5%_2.5R_12H,30,0.0500,2.5,12.0,136,35.29,-47.41,50.67,0.61,15.25,-13.71,10,5,46,-31.14,39.62,17.34
动量突破_30x_20%_1R_4H,30,0.2000,1.0,4.0,169,40.24,-74.01,79.85,0.78,38.28,-33.10,11,2,55,-70.58,75.85,31.29
动量突破_30x_5%_3R_12H,30,0.0500,3.0,12.0,135,34.81,-47.65,50.89,0.60,15.42,-13.65,10,5,46,-31.14,39.62,17.34
动量突破_30x_20%_2R_4H,30,0.2000,2.0,4.0,160,41.25,-73.07,81.74,0.78,39.20,-35.30,11,2,55,-70.58,75.85,31.29
摸底摸顶_75x_10%_1R_4H,75,0.1000,1.0,4.0,29,31.03,-43.58,45.24,0.44,37.78,-38.79,6,6,13,-17.45,27.17,38.25
动量突破_30x_5%_2R_12H,30,0.0500,2.0,12.0,137,35.77,-48.13,51.35,0.60,14.61,-13.60,10,5,46,-31.14,39.62,17.34
趋势突破_20x_20%_1R_24H,20,0.2000,1.0,24.0,75,45.33,-73.33,75.43,0.67,44.52,-54.81,7,3,26,-47.36,69.64,108.56
摸底摸顶_50x_25%_0.8R_12H,50,0.2500,0.8,12.0,29,41.38,-76.19,76.19,0.40,42.10,-74.54,3,3,13,-50.53,59.23,70.27
趋势回踩_30x_20%_0.8R_4H,30,0.2000,0.8,4.0,280,40.00,-92.39,93.03,0.57,10.87,-12.75,14,3,104,-31.02,44.77,32.54
趋势回踩_30x_25%_2R_4H,30,0.2500,2.0,4.0,278,39.93,-95.81,96.41,0.52,9.32,-11.93,14,3,104,-20.39,52.71,50.11
动量突破_30x_20%_2.5R_4H,30,0.2000,2.5,4.0,159,40.88,-74.43,81.24,0.76,37.02,-33.51,11,2,55,-70.58,75.85,31.29
摸底摸顶_75x_12%_1.5R_4H,75,0.1200,1.5,4.0,29,31.03,-42.63,46.07,0.54,55.77,-46.41,6,6,13,-18.78,31.84,50.57
动量突破_30x_20%_3R_4H,30,0.2000,3.0,4.0,158,41.14,-74.67,81.42,0.76,36.22,-33.35,11,2,55,-70.58,75.85,31.29
动量突破_30x_5%_1.5R_12H,30,0.0500,1.5,12.0,143,34.27,-50.29,52.80,0.59,14.65,-12.99,10,5,47,-30.28,39.62,18.97
动量突破_30x_20%_1.5R_4H,30,0.2000,1.5,4.0,161,40.99,-75.00,82.30,0.76,36.14,-33.00,11,2,55,-70.58,75.85,31.29
动量突破_20x_20%_3R_24H,20,0.2000,3.0,24.0,120,40.00,-89.56,90.42,0.70,43.40,-41.37,7,1,42,-80.67,88.56,81.74
动量突破_20x_12%_0.8R_24H,20,0.1200,0.8,24.0,154,46.10,-78.30,79.82,0.69,24.03,-29.99,6,2,52,-69.51,74.58,29.64
趋势回踩_20x_25%_1.5R_不限时,20,0.2500,1.5,,80,37.50,-84.83,86.83,0.69,62.59,-54.52,7,3,32,-40.59,63.45,145.73
动量突破_20x_12%_2R_24H,20,0.1200,2.0,24.0,124,38.71,-79.52,80.57,0.62,27.09,-27.57,7,2,43,-68.13,75.20,37.20
动量突破_20x_25%_1.2R_12H,20,0.2500,1.2,12.0,147,34.69,-92.94,93.96,0.61,27.98,-24.55,11,1,48,-74.22,86.92,77.53
动量突破_20x_12%_1R_24H,20,0.1200,1.0,24.0,145,43.45,-78.04,80.65,0.70,29.26,-32.00,8,2,47,-69.92,76.66,36.50
摸底摸顶_50x_8%_1.2R_不限时,50,0.0800,1.2,,28,32.14,-43.97,43.97,0.44,37.68,-40.99,6,6,13,-21.25,28.71,59.02
动量突破_15x_25%_1.2R_24H,15,0.2500,1.2,24.0,134,41.04,-89.34,90.69,0.70,38.52,-38.13,7,1,45,-82.26,89.03,64.12
趋势突破_20x_15%_1.5R_不限时,20,0.1500,1.5,,53,41.51,-31.69,61.47,0.90,128.91,-101.71,7,5,18,-27.87,61.47,191.05
摸底摸顶_50x_15%_2R_24H,50,0.1500,2.0,24.0,28,28.57,-63.23,63.23,0.51,81.42,-64.18,10,4,13,-48.78,57.34,122.03
趋势回踩_30x_25%_1.2R_4H,30,0.2500,1.2,4.0,278,39.93,-96.49,96.95,0.49,8.34,-11.32,14,3,104,-25.59,52.71,47.70
摸底摸顶_50x_5%_2.5R_不限时,50,0.0500,2.5,,28,21.43,-30.60,30.96,0.52,54.33,-28.73,6,7,13,-19.27,19.69,68.82
趋势回踩_30x_25%_1.5R_4H,30,0.2500,1.5,4.0,278,39.93,-96.31,96.77,0.50,8.71,-11.55,14,3,104,-26.17,52.71,46.85
趋势突破_30x_15%_0.8R_12H,30,0.1500,0.8,12.0,88,38.64,-69.10,69.68,0.64,36.56,-35.82,8,4,29,-33.78,59.73,84.39
动量突破_15x_25%_2.5R_24H,15,0.2500,2.5,24.0,122,39.34,-90.74,91.46,0.67,38.88,-37.48,7,1,43,-83.02,89.03,63.40
摸底摸顶_50x_15%_1R_24H,50,0.1500,1.0,24.0,28,35.71,-63.42,63.42,0.44,49.12,-62.52,8,4,13,-47.54,54.86,68.80
动量突破_20x_12%_1.5R_24H,20,0.1200,1.5,24.0,129,38.76,-81.45,82.43,0.61,25.19,-26.25,7,2,44,-69.85,75.20,34.45
趋势突破_30x_15%_1R_8H,30,0.1500,1.0,8.0,91,36.26,-80.63,80.63,0.45,19.92,-25.23,11,3,31,-48.06,58.91,49.46
动量突破_20x_8%_3R_不限时,20,0.0800,3.0,,70,21.43,-56.86,69.58,0.70,88.62,-34.51,16,4,29,-45.87,61.59,97.80
摸底摸顶_75x_10%_0.8R_4H,75,0.1000,0.8,4.0,29,31.03,-47.90,48.98,0.36,30.47,-37.66,6,6,13,-18.19,27.17,36.40
趋势回踩_20x_20%_1R_不限时,20,0.2000,1.0,,94,44.68,-85.37,87.90,0.64,36.44,-45.85,7,3,37,-44.01,57.95,70.64
摸底摸顶_50x_15%_2.5R_24H,50,0.1500,2.5,24.0,28,28.57,-65.58,65.89,0.46,70.23,-60.88,10,4,13,-47.69,56.82,128.01
动量突破_20x_25%_1R_12H,20,0.2500,1.0,12.0,153,35.95,-94.09,94.74,0.61,27.16,-24.85,11,1,50,-78.95,87.68,67.16
摸底摸顶_50x_8%_1.5R_不限时,50,0.0800,1.5,,28,25.00,-48.19,48.19,0.41,48.70,-39.18,6,6,13,-21.56,30.71,91.03
摸底摸顶_50x_15%_1.5R_24H,50,0.1500,1.5,24.0,28,28.57,-66.00,66.00,0.46,71.05,-61.42,10,4,13,-47.91,58.24,140.15
趋势回踩_20x_25%_3R_不限时,20,0.2500,3.0,,52,25.00,-82.97,89.79,0.60,96.25,-53.36,8,3,19,-34.09,80.03,263.74
摸底摸顶_75x_12%_1.2R_4H,75,0.1200,1.2,4.0,29,31.03,-47.55,49.92,0.47,46.67,-44.78,6,6,13,-20.04,31.84,47.40
动量突破_15x_25%_0.8R_不限时,15,0.2500,0.8,,151,49.67,-93.86,94.43,0.70,29.76,-41.72,5,1,51,-81.33,88.73,49.91
动量突破_20x_25%_0.8R_8H,20,0.2500,0.8,8.0,163,37.42,-95.73,95.93,0.47,13.73,-17.59,10,1,55,-79.53,82.33,27.67
动量突破_15x_25%_2R_24H,15,0.2500,2.0,24.0,124,38.71,-92.55,93.14,0.64,34.51,-33.98,7,1,43,-84.06,89.03,54.32
动量突破_20x_25%_0.8R_12H,20,0.2500,0.8,12.0,159,37.74,-94.70,95.27,0.57,21.18,-22.40,11,1,53,-80.08,87.01,49.05
动量突破_15x_25%_1R_24H,15,0.2500,1.0,24.0,145,43.45,-91.81,93.18,0.73,39.34,-41.42,8,1,47,-85.51,90.09,52.07
动量突破_15x_25%_0.8R_24H,15,0.2500,0.8,24.0,154,46.10,-91.93,92.77,0.70,30.57,-37.23,6,1,52,-85.18,88.71,39.15
动量突破_30x_25%_0.8R_4H,30,0.2500,0.8,4.0,171,40.94,-83.06,85.91,0.74,34.43,-32.09,11,2,56,-71.90,77.15,39.48
摸底摸顶_75x_5%_2.5R_8H,75,0.0500,2.5,8.0,29,44.83,-14.59,18.76,0.75,34.57,-37.21,4,8,13,-10.41,18.76,37.30
趋势回踩_30x_25%_1R_4H,30,0.2500,1.0,4.0,278,39.93,-96.88,97.16,0.48,8.02,-11.13,14,3,104,-31.28,52.71,44.35
趋势回踩_20x_20%_2R_不限时,20,0.2000,2.0,,68,32.35,-75.24,82.22,0.69,74.62,-52.04,7,4,25,-28.96,64.91,142.94
趋势突破_30x_25%_1.2R_12H,30,0.2500,1.2,12.0,83,38.55,-83.13,86.04,0.66,50.52,-48.00,8,3,27,-45.13,71.84,111.51
动量突破_20x_10%_1.5R_不限时,20,0.1000,1.5,,103,37.86,-62.53,68.73,0.76,51.60,-41.21,11,4,35,-46.03,63.42,69.20
趋势突破_30x_15%_0.8R_8H,30,0.1500,0.8,8.0,93,35.48,-83.02,83.02,0.44,19.53,-24.58,11,3,31,-50.61,58.91,43.34
趋势突破_30x_25%_1.5R_8H,30,0.2500,1.5,8.0,89,37.08,-92.88,92.88,0.46,23.59,-30.49,11,2,30,-60.74,74.22,84.12
趋势突破_20x_20%_0.8R_24H,20,0.2000,0.8,24.0,83,46.99,-77.71,80.59,0.69,44.50,-57.10,7,3,27,-54.36,70.56,82.38
动量突破_20x_25%_1.2R_8H,20,0.2500,1.2,8.0,157,36.94,-96.50,96.69,0.44,13.20,-17.48,10,1,53,-80.05,84.33,33.04
摸底摸顶_75x_15%_2.5R_4H,75,0.1500,2.5,4.0,29,31.03,-47.38,51.46,0.56,68.10,-54.34,6,6,13,-23.20,38.40,62.42
摸底摸顶_50x_15%_3R_24H,50,0.1500,3.0,24.0,28,25.00,-69.72,70.61,0.40,66.73,-55.44,10,4,13,-46.60,56.82,133.99
趋势突破_30x_25%_1.2R_8H,30,0.2500,1.2,8.0,89,37.08,-93.16,93.16,0.44,22.02,-29.61,11,2,30,-60.74,74.22,84.12
动量突破_15x_25%_1.5R_24H,15,0.2500,1.5,24.0,129,38.76,-93.64,94.13,0.62,30.90,-31.41,7,1,44,-85.34,89.03,49.51
趋势回踩_20x_20%_1.2R_不限时,20,0.2000,1.2,,82,39.02,-85.53,86.80,0.61,41.97,-43.97,7,3,32,-49.62,62.47,86.87
趋势突破_30x_20%_1R_12H,30,0.2000,1.0,12.0,85,37.65,-73.47,76.79,0.68,49.28,-43.62,8,4,28,-28.53,70.49,147.60
动量突破_30x_10%_3R_8H,30,0.1000,3.0,8.0,151,37.75,-80.66,81.31,0.49,13.53,-16.79,10,3,52,-53.19,60.98,25.64
摸底摸顶_75x_12%_1R_4H,75,0.1200,1.0,4.0,29,31.03,-50.50,52.23,0.42,41.13,-43.76,6,6,13,-20.88,31.84,45.28
趋势突破_30x_25%_2R_8H,30,0.2500,2.0,8.0,88,36.36,-93.49,93.49,0.42,20.79,-28.58,11,2,30,-60.74,74.22,84.12
趋势突破_30x_25%_2.5R_8H,30,0.2500,2.5,8.0,88,36.36,-93.49,93.49,0.42,20.79,-28.58,11,2,30,-60.74,74.22,84.12
趋势突破_30x_25%_3R_8H,30,0.2500,3.0,8.0,88,36.36,-93.49,93.49,0.42,20.79,-28.58,11,2,30,-60.74,74.22,84.12
动量突破_30x_10%_2.5R_8H,30,0.1000,2.5,8.0,152,37.50,-80.93,81.57,0.49,13.41,-16.56,10,3,52,-53.19,60.98,25.64
摸底摸顶_75x_5%_1.2R_8H,75,0.0500,1.2,8.0,29,48.28,-19.98,19.98,0.63,24.39,-36.08,3,8,13,-8.47,16.65,30.01
动量突破_20x_25%_1R_8H,20,0.2500,1.0,8.0,161,36.65,-96.46,96.76,0.47,14.49,-17.84,10,1,54,-81.40,85.26,30.57
摸底摸顶_75x_5%_1.2R_12H,75,0.0500,1.2,12.0,29,41.38,-18.76,18.76,0.67,32.12,-33.71,3,8,13,-10.57,18.56,35.51
趋势突破_20x_25%_1R_不限时,20,0.2500,1.0,,64,48.44,-63.35,72.33,0.83,99.78,-112.93,4,5,22,-5.93,72.33,330.99
动量突破_30x_10%_2R_8H,30,0.1000,2.0,8.0,153,37.91,-81.08,81.72,0.49,13.27,-16.64,10,3,52,-53.19,60.98,25.64
摸底摸顶_75x_5%_2R_8H,75,0.0500,2.0,8.0,29,44.83,-16.15,19.65,0.73,33.12,-37.00,4,8,13,-11.39,19.65,35.23
摸底摸顶_50x_8%_1R_不限时,50,0.0800,1.0,,28,32.14,-48.55,48.55,0.36,29.82,-39.68,6,6,13,-24.48,30.49,47.95
趋势突破_30x_25%_1.5R_12H,30,0.2500,1.5,12.0,78,41.03,-83.05,85.88,0.65,47.98,-51.43,8,3,26,-48.45,71.84,95.97
趋势突破_20x_20%_1.2R_不限时,20,0.2000,1.2,,59,44.07,-57.71,65.17,0.83,104.79,-100.05,3,5,19,-20.49,65.17,237.01
动量突破_20x_15%_1.2R_24H,20,0.1500,1.2,24.0,134,41.04,-82.49,84.36,0.70,34.28,-34.31,7,2,45,-74.56,82.83,52.90
趋势突破_30x_25%_2R_12H,30,0.2500,2.0,12.0,77,40.26,-83.72,86.43,0.63,46.83,-49.76,8,3,26,-48.45,71.84,95.97
趋势突破_20x_20%_1.5R_24H,20,0.2000,1.5,24.0,69,43.48,-80.69,82.75,0.59,38.55,-50.34,7,3,24,-53.36,69.64,86.41
动量突破_30x_10%_1.5R_8H,30,0.1000,1.5,8.0,154,37.66,-82.20,82.80,0.46,12.04,-15.83,10,3,52,-53.19,60.98,25.64
摸底摸顶_50x_15%_0.8R_24H,50,0.1500,0.8,24.0,28,35.71,-67.55,67.55,0.37,39.72,-59.60,8,4,13,-50.01,55.69,53.50
摸底摸顶_75x_15%_2R_4H,75,0.1500,2.0,4.0,29,31.03,-49.49,53.41,0.54,64.28,-53.67,6,6,13,-23.20,38.40,62.42
动量突破_20x_15%_2R_不限时,20,0.1500,2.0,,92,32.61,-75.47,82.72,0.78,91.25,-56.32,11,3,32,-56.79,76.84,128.98
趋势突破_30x_25%_2.5R_12H,30,0.2500,2.5,12.0,77,40.26,-84.19,86.83,0.62,44.90,-48.56,8,3,26,-48.45,71.84,95.97
趋势突破_30x_25%_3R_12H,30,0.2500,3.0,12.0,77,40.26,-84.19,86.83,0.62,44.90,-48.56,8,3,26,-48.45,71.84,95.97
趋势突破_20x_12%_2R_不限时,20,0.1200,2.0,,42,30.95,-41.02,59.11,0.81,130.94,-72.84,7,5,17,-37.62,59.11,165.47
动量突破_30x_25%_1.2R_4H,30,0.2500,1.2,4.0,165,40.61,-79.75,86.00,0.80,48.68,-41.42,11,2,55,-79.22,83.65,35.22
摸底摸顶_75x_15%_3R_4H,75,0.1500,3.0,4.0,29,31.03,-50.10,53.97,0.53,63.18,-53.48,6,6,13,-23.20,38.40,62.42
动量突破_20x_25%_3R_24H,20,0.2500,3.0,24.0,120,40.00,-94.87,95.40,0.71,47.31,-44.72,7,1,42,-88.14,93.66,100.95
趋势回踩_30x_25%_0.8R_4H,30,0.2500,0.8,4.0,280,40.00,-96.43,96.76,0.57,11.43,-13.36,14,3,104,-39.86,53.19,38.40
动量突破_20x_8%_2.5R_不限时,20,0.0800,2.5,,81,25.93,-65.52,69.19,0.64,55.79,-30.45,16,4,30,-51.11,62.84,67.31
动量突破_20x_15%_2.5R_24H,20,0.1500,2.5,24.0,122,39.34,-84.36,85.35,0.66,34.43,-33.73,7,2,43,-75.37,82.83,52.60
摸底摸顶_75x_5%_1.5R_8H,75,0.0500,1.5,8.0,29,44.83,-19.96,20.54,0.65,29.03,-36.06,4,8,13,-10.71,20.54,37.59
摸底摸顶_50x_5%_2R_不限时,50,0.0500,2.0,,28,21.43,-36.02,36.02,0.41,41.71,-27.75,6,7,13,-21.73,21.73,54.34
摸底摸顶_75x_5%_2.5R_12H,75,0.0500,2.5,12.0,29,37.93,-17.66,20.62,0.71,39.58,-34.00,5,8,13,-14.47,20.62,39.22
趋势回踩_20x_25%_2.5R_不限时,20,0.2500,2.5,,60,30.00,-74.79,85.65,0.75,126.73,-72.12,7,4,20,-20.69,72.73,251.36
趋势突破_20x_15%_0.8R_不限时,20,0.1500,0.8,,77,51.95,-59.18,65.34,0.78,51.96,-72.16,4,5,26,-26.71,61.85,102.18
摸底摸顶_75x_5%_3R_12H,75,0.0500,3.0,12.0,29,37.93,-19.70,20.54,0.67,37.08,-33.60,5,8,13,-13.53,20.54,41.69
摸底摸顶_75x_5%_2R_12H,75,0.0500,2.0,12.0,29,37.93,-17.05,21.49,0.72,40.77,-34.39,5,8,13,-15.41,21.49,36.75
摸底摸顶_75x_15%_1.5R_4H,75,0.1500,1.5,4.0,29,31.03,-51.81,55.36,0.51,60.89,-53.31,6,6,13,-23.52,38.40,61.60
动量突破_20x_8%_0.8R_不限时,20,0.0800,0.8,,151,49.67,-67.29,68.64,0.68,19.10,-27.70,5,4,51,-48.68,58.99,27.40
摸底摸顶_50x_8%_0.8R_不限时,50,0.0800,0.8,,28,35.71,-49.12,49.12,0.33,24.21,-40.74,4,6,13,-27.62,32.25,37.14
摸底摸顶_75x_5%_1.5R_12H,75,0.0500,1.5,12.0,29,37.93,-18.97,22.36,0.69,38.17,-33.86,5,8,13,-12.76,22.36,46.46
趋势突破_20x_20%_1.2R_24H,20,0.2000,1.2,24.0,74,40.54,-82.61,84.51,0.60,42.15,-47.51,7,3,25,-56.29,69.64,83.00
摸底摸顶_75x_5%_1R_8H,75,0.0500,1.0,8.0,29,48.28,-22.45,22.45,0.58,22.06,-35.55,3,8,13,-10.73,17.43,25.46
摸底摸顶_75x_5%_3R_8H,75,0.0500,3.0,8.0,29,41.38,-23.19,23.25,0.59,28.14,-33.50,4,8,13,-10.25,18.67,37.64
摸底摸顶_75x_5%_1R_12H,75,0.0500,1.0,12.0,29,41.38,-21.42,21.42,0.62,29.13,-33.17,3,8,13,-12.77,19.32,30.10
动量突破_30x_25%_2R_4H,30,0.2500,2.0,4.0,160,41.25,-82.29,88.96,0.79,47.24,-41.93,11,2,55,-79.22,83.65,35.22
动量突破_30x_25%_1R_4H,30,0.2500,1.0,4.0,169,40.24,-83.22,87.69,0.78,44.57,-38.25,11,2,55,-79.22,83.65,35.22
摸底摸顶_75x_12%_0.8R_4H,75,0.1200,0.8,4.0,29,31.03,-54.96,56.07,0.35,32.93,-42.30,6,6,13,-21.72,31.84,43.17
摸底摸顶_50x_10%_1.2R_不限时,50,0.1000,1.2,,28,32.14,-52.30,52.30,0.42,42.39,-47.61,6,6,13,-26.40,34.92,72.40
动量突破_30x_25%_2.5R_4H,30,0.2500,2.5,4.0,159,40.88,-83.38,88.60,0.77,44.06,-39.34,11,2,55,-79.22,83.65,35.22
动量突破_30x_25%_3R_4H,30,0.2500,3.0,4.0,158,41.14,-83.55,88.72,0.77,43.08,-39.10,11,2,55,-79.22,83.65,35.22
动量突破_30x_25%_1.5R_4H,30,0.2500,1.5,4.0,161,40.99,-83.83,89.40,0.77,43.05,-38.74,11,2,55,-79.22,83.65,35.22
动量突破_20x_15%_2R_24H,20,0.1500,2.0,24.0,124,38.71,-86.90,87.73,0.63,31.00,-31.02,7,2,43,-76.66,82.83,45.35
动量突破_20x_15%_0.8R_24H,20,0.1500,0.8,24.0,154,46.10,-85.97,87.17,0.69,27.48,-33.86,6,2,52,-77.94,82.35,34.49
动量突破_20x_15%_1R_24H,20,0.1500,1.0,24.0,145,43.45,-85.78,87.79,0.72,34.31,-36.82,8,2,47,-78.33,84.12,44.01
趋势突破_20x_20%_2.5R_不限时,20,0.2000,2.5,,37,29.73,-41.42,74.41,0.87,258.96,-125.49,7,4,15,-34.52,74.41,354.40
趋势突破_30x_5%_2.5R_24H,30,0.0500,2.5,24.0,66,45.45,-23.03,28.26,0.75,23.61,-26.07,7,8,23,-4.84,28.26,44.29
趋势突破_20x_25%_1R_24H,20,0.2500,1.0,24.0,75,45.33,-83.01,84.59,0.66,47.85,-59.93,7,3,26,-57.60,78.28,139.75
动量突破_20x_15%_1.5R_24H,20,0.1500,1.5,24.0,129,38.76,-88.43,89.17,0.62,28.34,-29.13,7,2,44,-78.20,82.83,41.70
摸底摸顶_50x_20%_1.2R_24H,50,0.2000,1.2,24.0,28,35.71,-71.13,71.13,0.49,68.59,-77.62,8,4,13,-56.35,65.40,107.64
摸底摸顶_50x_10%_1.5R_不限时,50,0.1000,1.5,,28,25.00,-56.85,56.85,0.40,54.30,-45.17,6,6,13,-26.89,37.24,112.33
动量突破_30x_8%_0.8R_8H,30,0.0800,0.8,8.0,163,37.42,-74.90,75.49,0.49,11.93,-14.48,10,4,55,-49.39,53.17,17.92
摸底摸顶_50x_8%_3R_不限时,50,0.0800,3.0,,28,21.43,-38.89,40.02,0.59,93.62,-43.21,6,7,13,-26.75,28.12,120.07
趋势回踩_20x_20%_0.8R_不限时,20,0.2000,0.8,,105,50.48,-85.88,87.96,0.68,33.79,-50.96,6,3,38,-61.11,67.25,50.95
