策略,杠杆,保证金比例,交易数,多单,空单,胜率,全年收益,最终权益,最大回撤,月内最大回撤,PF,平均单笔,平均盈利,平均亏损,最大单笔盈利,最大单笔亏损,最大连亏,强平,样本外交易,样本外收益,样本外回撤,样本外PF,平均持仓小时
1H唐奇安趋势_L72_EMA150_ADX20_S2.4_8x_20%_T2.4_3.0R_168H,8,0.20,140,69,71,38.57%,-29.86%,701.35,37.41%,19.23%,0.77,-2.13,19.04,-15.43,136.36,-49.96,19,0,48,-18.49%,36.80%,0.70,13.18
1H唐奇安趋势_L72_EMA150_ADX20_S2.4_8x_20%_T2.4_3.0R_336H,8,0.20,140,69,71,38.57%,-29.86%,701.35,37.41%,19.23%,0.77,-2.13,19.04,-15.43,136.36,-49.96,19,0,48,-18.49%,36.80%,0.70,13.18
1H唐奇安趋势_L72_EMA150_ADX24_S2.4_5x_20%_T2.4_无固定止盈_96H,5,0.20,130,64,66,36.15%,-32.09%,679.08,34.96%,12.10%,0.62,-2.47,11.13,-10.17,94.96,-29.95,19,0,46,-21.22%,30.94%,0.51,13.57
1H唐奇安趋势_L72_EMA150_ADX24_S2.4_5x_20%_T2.4_无固定止盈_168H,5,0.20,130,64,66,36.15%,-32.09%,679.08,34.96%,12.10%,0.62,-2.47,11.13,-10.17,94.96,-29.95,19,0,46,-21.22%,30.94%,0.51,13.57
1H唐奇安趋势_L72_EMA150_ADX24_S2.4_5x_20%_T2.4_无固定止盈_336H,5,0.20,130,64,66,36.15%,-32.09%,679.08,34.96%,12.10%,0.62,-2.47,11.13,-10.17,94.96,-29.95,19,0,46,-21.22%,30.94%,0.51,13.57
1H唐奇安趋势_L72_EMA150_ADX24_S2.4_10x_10%_T2.4_无固定止盈_96H,10,0.10,130,64,66,36.15%,-32.09%,679.08,34.96%,12.10%,0.62,-2.47,11.13,-10.17,94.96,-29.95,19,0,46,-21.22%,30.94%,0.51,13.57
1H唐奇安趋势_L72_EMA150_ADX24_S2.4_10x_10%_T2.4_无固定止盈_168H,10,0.10,130,64,66,36.15%,-32.09%,679.08,34.96%,12.10%,0.62,-2.47,11.13,-10.17,94.96,-29.95,19,0,46,-21.22%,30.94%,0.51,13.57
1H唐奇安趋势_L72_EMA150_ADX24_S2.4_10x_10%_T2.4_无固定止盈_336H,10,0.10,130,64,66,36.15%,-32.09%,679.08,34.96%,12.10%,0.62,-2.47,11.13,-10.17,94.96,-29.95,19,0,46,-21.22%,30.94%,0.51,13.57
1H唐奇安趋势_L72_EMA200_ADX20_S2.4_10x_15%_T2.4_无固定止盈_96H,10,0.15,137,68,69,38.69%,-29.49%,705.10,37.26%,18.12%,0.76,-2.15,17.56,-14.59,148.31,-47.60,19,0,47,-19.80%,34.93%,0.65,13.39
1H唐奇安趋势_L72_EMA200_ADX20_S2.4_10x_15%_T2.4_无固定止盈_168H,10,0.15,137,68,69,38.69%,-29.49%,705.10,37.26%,18.12%,0.76,-2.15,17.56,-14.59,148.31,-47.60,19,0,47,-19.80%,34.93%,0.65,13.39
1H唐奇安趋势_L72_EMA200_ADX20_S2.4_10x_15%_T2.4_无固定止盈_336H,10,0.15,137,68,69,38.69%,-29.49%,705.10,37.26%,18.12%,0.76,-2.15,17.56,-14.59,148.31,-47.60,19,0,47,-19.80%,34.93%,0.65,13.39
4H唐奇安趋势_L40_EMA120_ADX22_S2.4_10x_20%_T2.4_无固定止盈_336H,10,0.20,44,19,25,34.09%,-24.38%,756.24,40.06%,15.96%,0.78,-5.54,58.23,-38.52,189.06,-108.72,11,0,16,-25.18%,36.42%,0.46,51.28
4H唐奇安趋势_L60_EMA120_ADX22_S2.4_8x_20%_T2.4_无固定止盈_336H,8,0.20,42,18,24,28.57%,-40.85%,591.53,40.85%,12.92%,0.45,-9.73,28.05,-24.83,111.12,-59.33,10,0,15,-20.17%,30.09%,0.46,42.91
1H唐奇安趋势_L96_EMA200_ADX24_S2.4_8x_15%_T2.4_3.0R_96H,8,0.15,120,59,61,37.50%,-34.09%,659.13,35.46%,12.15%,0.63,-2.84,12.87,-12.27,96.88,-35.00,16,0,42,-20.80%,33.87%,0.58,13.00
1H唐奇安趋势_L96_EMA200_ADX24_S2.4_8x_15%_T2.4_3.0R_168H,8,0.15,120,59,61,37.50%,-34.09%,659.13,35.46%,12.15%,0.63,-2.84,12.87,-12.27,96.88,-35.00,16,0,42,-20.80%,33.87%,0.58,13.00
1H唐奇安趋势_L96_EMA200_ADX24_S2.4_8x_15%_T2.4_3.0R_336H,8,0.15,120,59,61,37.50%,-34.09%,659.13,35.46%,12.15%,0.63,-2.84,12.87,-12.27,96.88,-35.00,16,0,42,-20.80%,33.87%,0.58,13.00
4H唐奇安趋势_L60_EMA120_ADX22_S2.4_10x_20%_T2.4_3.0R_96H,10,0.20,42,18,24,30.95%,-43.57%,564.35,44.54%,15.37%,0.51,-10.37,34.61,-30.54,131.12,-72.34,5,0,15,-19.49%,32.77%,0.57,37.30
1H唐奇安趋势_L96_EMA150_ADX20_S2.4_8x_20%_T2.4_无固定止盈_96H,8,0.20,125,61,64,38.40%,-34.95%,650.52,37.82%,14.84%,0.70,-2.80,16.84,-15.03,144.07,-46.40,16,0,41,-19.22%,34.80%,0.65,12.96
1H唐奇安趋势_L96_EMA150_ADX20_S2.4_8x_20%_T2.4_无固定止盈_168H,8,0.20,125,61,64,38.40%,-34.95%,650.52,37.82%,14.84%,0.70,-2.80,16.84,-15.03,144.07,-46.40,16,0,41,-19.22%,34.80%,0.65,12.96
1H唐奇安趋势_L96_EMA150_ADX20_S2.4_8x_20%_T2.4_无固定止盈_336H,8,0.20,125,61,64,38.40%,-34.95%,650.52,37.82%,14.84%,0.70,-2.80,16.84,-15.03,144.07,-46.40,16,0,41,-19.22%,34.80%,0.65,12.96
4H唐奇安趋势_L60_EMA180_ADX18_S2.4_10x_20%_T3_无固定止盈_168H,10,0.20,37,17,20,37.84%,-15.16%,848.45,44.74%,26.51%,0.88,-4.10,82.22,-56.64,294.87,-159.11,7,0,15,-27.04%,44.74%,0.56,68.29
1H唐奇安趋势_L48_EMA150_ADX24_S2.4_8x_15%_T2.4_3.0R_96H,8,0.15,149,72,77,38.93%,-37.99%,620.07,40.02%,17.20%,0.65,-2.55,12.09,-11.88,91.03,-32.89,12,0,54,-20.07%,33.79%,0.65,12.36
1H唐奇安趋势_L48_EMA150_ADX24_S2.4_8x_15%_T2.4_3.0R_168H,8,0.15,149,72,77,38.93%,-37.99%,620.07,40.02%,17.20%,0.65,-2.55,12.09,-11.88,91.03,-32.89,12,0,54,-20.07%,33.79%,0.65,12.36
1H唐奇安趋势_L48_EMA150_ADX24_S2.4_8x_15%_T2.4_3.0R_336H,8,0.15,149,72,77,38.93%,-37.99%,620.07,40.02%,17.20%,0.65,-2.55,12.09,-11.88,91.03,-32.89,12,0,54,-20.07%,33.79%,0.65,12.36
1H唐奇安趋势_L72_EMA150_ADX20_S2.4_10x_15%_T2.4_无固定止盈_96H,10,0.15,138,68,70,38.41%,-30.24%,697.63,37.50%,18.12%,0.75,-2.19,17.33,-14.36,146.74,-47.10,19,0,47,-19.80%,34.93%,0.65,13.36
1H唐奇安趋势_L72_EMA150_ADX20_S2.4_10x_15%_T2.4_无固定止盈_168H,10,0.15,138,68,70,38.41%,-30.24%,697.63,37.50%,18.12%,0.75,-2.19,17.33,-14.36,146.74,-47.10,19,0,47,-19.80%,34.93%,0.65,13.36
1H唐奇安趋势_L72_EMA150_ADX20_S2.4_10x_15%_T2.4_无固定止盈_336H,10,0.15,138,68,70,38.41%,-30.24%,697.63,37.50%,18.12%,0.75,-2.19,17.33,-14.36,146.74,-47.10,19,0,47,-19.80%,34.93%,0.65,13.36
4H唐奇安趋势_L60_EMA180_ADX22_S2.4_8x_20%_T2.4_无固定止盈_336H,8,0.20,40,18,22,27.50%,-37.39%,626.09,39.09%,12.92%,0.49,-9.35,32.65,-25.28,119.43,-63.77,12,0,15,-21.38%,31.15%,0.44,43.59
4H唐奇安趋势_L20_EMA180_ADX22_S2.4_10x_15%_T2.4_3.0R_96H,10,0.15,51,22,29,35.29%,-30.91%,690.85,38.00%,14.61%,0.67,-6.06,35.62,-28.80,146.81,-72.66,7,0,19,-26.96%,35.54%,0.44,40.45
4H唐奇安趋势_L20_EMA120_ADX22_S2.4_10x_15%_T3_无固定止盈_336H,10,0.15,43,19,24,39.53%,-19.36%,806.36,41.95%,17.86%,0.83,-4.50,53.88,-42.68,142.62,-89.55,9,0,17,-26.78%,41.95%,0.49,72.29
4H唐奇安趋势_L60_EMA120_ADX18_S2.4_8x_15%_T2.4_3.0R_168H,8,0.15,49,22,27,28.57%,-35.99%,640.09,35.99%,14.64%,0.51,-7.35,26.44,-20.86,94.66,-60.91,12,0,18,-23.79%,31.13%,0.35,43.46
4H唐奇安趋势_L60_EMA120_ADX18_S2.4_10x_15%_T2.4_3.0R_96H,10,0.15,49,22,27,28.57%,-40.29%,597.09,40.63%,18.06%,0.52,-8.22,31.26,-24.02,109.49,-71.71,6,0,18,-23.29%,32.69%,0.45,39.28
4H唐奇安趋势_L20_EMA120_ADX18_S2.4_8x_20%_T3_3.0R_96H,8,0.20,66,30,36,36.36%,-28.82%,711.83,43.98%,23.97%,0.80,-4.37,49.12,-34.93,167.07,-89.91,8,0,24,-20.77%,43.98%,0.72,53.41
4H唐奇安趋势_L20_EMA120_ADX18_S2.4_5x_20%_T2.4_3.0R_168H,5,0.20,66,32,34,31.82%,-31.68%,683.20,36.82%,14.09%,0.63,-4.80,25.19,-18.79,93.41,-52.73,12,0,24,-25.88%,31.94%,0.32,50.10
4H唐奇安趋势_L20_EMA120_ADX18_S2.4_10x_10%_T2.4_3.0R_168H,10,0.10,66,32,34,31.82%,-31.68%,683.20,36.82%,14.09%,0.63,-4.80,25.19,-18.79,93.41,-52.73,12,0,24,-25.88%,31.94%,0.32,50.10
4H唐奇安趋势_L60_EMA180_ADX18_S2.4_8x_15%_T2.4_3.0R_168H,8,0.15,47,22,25,27.66%,-33.23%,667.75,33.23%,14.64%,0.54,-7.07,29.89,-21.20,99.89,-64.28,15,0,18,-24.65%,31.92%,0.34,44.06
1H唐奇安趋势_L48_EMA150_ADX24_S2.4_8x_15%_T2.4_无固定止盈_96H,8,0.15,146,71,75,39.04%,-38.71%,612.91,40.86%,17.20%,0.63,-2.65,11.52,-11.73,103.57,-32.89,12,0,52,-21.01%,32.97%,0.62,12.58
1H唐奇安趋势_L48_EMA150_ADX24_S2.4_8x_15%_T2.4_无固定止盈_168H,8,0.15,146,71,75,39.04%,-38.71%,612.91,40.86%,17.20%,0.63,-2.65,11.52,-11.73,103.57,-32.89,12,0,52,-21.01%,32.97%,0.62,12.58
1H唐奇安趋势_L48_EMA150_ADX24_S2.4_8x_15%_T2.4_无固定止盈_336H,8,0.15,146,71,75,39.04%,-38.71%,612.91,40.86%,17.20%,0.63,-2.65,11.52,-11.73,103.57,-32.89,12,0,52,-21.01%,32.97%,0.62,12.58
1H唐奇安趋势_L96_EMA150_ADX24_S2.4_8x_15%_T2.4_3.0R_96H,8,0.15,121,59,62,37.19%,-35.78%,642.21,37.11%,12.15%,0.61,-2.96,12.58,-12.16,94.39,-34.10,16,0,42,-20.80%,33.87%,0.58,13.03
1H唐奇安趋势_L96_EMA150_ADX24_S2.4_8x_15%_T2.4_3.0R_168H,8,0.15,121,59,62,37.19%,-35.78%,642.21,37.11%,12.15%,0.61,-2.96,12.58,-12.16,94.39,-34.10,16,0,42,-20.80%,33.87%,0.58,13.03
1H唐奇安趋势_L96_EMA150_ADX24_S2.4_8x_15%_T2.4_3.0R_336H,8,0.15,121,59,62,37.19%,-35.78%,642.21,37.11%,12.15%,0.61,-2.96,12.58,-12.16,94.39,-34.10,16,0,42,-20.80%,33.87%,0.58,13.03
4H唐奇安趋势_L20_EMA180_ADX18_S2.4_10x_15%_T3_3.0R_336H,10,0.15,51,23,28,37.25%,-13.01%,869.90,48.11%,21.08%,0.91,-2.55,69.34,-45.24,328.09,-150.08,9,0,21,-24.66%,48.11%,0.66,76.61
4H唐奇安趋势_L60_EMA120_ADX22_S2.4_10x_20%_T2.4_无固定止盈_96H,10,0.20,42,18,24,30.95%,-45.54%,544.62,46.48%,15.37%,0.47,-10.84,31.49,-29.82,126.54,-69.81,5,0,15,-19.49%,32.77%,0.57,37.34
4H唐奇安趋势_L60_EMA180_ADX18_S2.4_10x_20%_T3_3.0R_168H,10,0.20,41,19,22,34.15%,-15.12%,848.76,51.39%,26.51%,0.91,-3.69,104.47,-59.77,426.31,-207.83,8,0,16,-21.17%,51.39%,0.75,65.26
4H唐奇安趋势_L20_EMA180_ADX22_S2.4_10x_15%_T2.4_无固定止盈_96H,10,0.15,51,22,29,35.29%,-33.72%,662.83,38.00%,14.61%,0.63,-6.61,32.43,-27.91,128.06,-69.71,7,0,19,-26.96%,35.54%,0.44,40.48
4H唐奇安趋势_L60_EMA180_ADX22_S2.4_10x_20%_T2.4_3.0R_96H,10,0.20,40,18,22,30.00%,-40.58%,594.19,42.58%,15.37%,0.54,-10.15,39.77,-31.54,143.56,-79.20,6,0,15,-22.58%,34.21%,0.51,38.12
4H唐奇安趋势_L40_EMA120_ADX18_S2.4_10x_20%_T3_3.0R_336H,10,0.20,45,20,25,40.00%,3.05%,1030.53,54.95%,28.14%,1.01,0.68,116.84,-76.76,549.17,-267.73,9,0,18,-25.70%,54.95%,0.72,77.73
4H唐奇安趋势_L60_EMA120_ADX18_S2.4_8x_15%_T2.4_无固定止盈_168H,8,0.15,49,22,27,28.57%,-37.39%,626.07,37.39%,14.64%,0.48,-7.63,24.65,-20.54,92.59,-59.58,12,0,18,-23.79%,31.13%,0.35,43.49
4H唐奇安趋势_L20_EMA120_ADX18_S2.4_5x_20%_T2.4_无固定止盈_168H,5,0.20,66,32,34,31.82%,-33.60%,664.03,36.82%,14.09%,0.59,-5.09,23.45,-18.41,84.23,-51.25,12,0,24,-25.88%,31.94%,0.32,50.12
4H唐奇安趋势_L20_EMA120_ADX18_S2.4_10x_10%_T2.4_无固定止盈_168H,10,0.10,66,32,34,31.82%,-33.60%,664.03,36.82%,14.09%,0.59,-5.09,23.45,-18.41,84.23,-51.25,12,0,24,-25.88%,31.94%,0.32,50.12
4H唐奇安趋势_L40_EMA120_ADX18_S2.4_10x_20%_T3_无固定止盈_336H,10,0.20,41,18,23,41.46%,-1.02%,989.84,48.79%,28.14%,0.99,-0.25,95.02,-67.73,325.91,-196.94,8,0,17,-31.23%,48.79%,0.53,82.65
4H唐奇安趋势_L60_EMA120_ADX18_S2.4_10x_15%_T2.4_无固定止盈_96H,10,0.15,49,22,27,28.57%,-41.90%,581.01,42.23%,18.06%,0.49,-8.55,29.03,-23.58,106.54,-69.78,6,0,18,-23.29%,32.69%,0.45,39.31
4H唐奇安趋势_L20_EMA180_ADX22_S2.4_8x_15%_T2.4_3.0R_168H,8,0.15,49,22,27,28.57%,-26.98%,730.17,35.52%,11.80%,0.66,-5.51,38.09,-22.95,114.37,-60.04,16,0,19,-26.58%,33.66%,0.32,45.41
4H唐奇安趋势_L20_EMA120_ADX18_S2.4_5x_20%_T2.4_3.0R_336H,5,0.20,66,32,34,30.30%,-34.62%,653.81,36.82%,14.09%,0.58,-5.25,23.91,-17.92,92.14,-50.46,12,0,24,-25.88%,31.94%,0.32,51.02
4H唐奇安趋势_L20_EMA120_ADX18_S2.4_10x_10%_T2.4_3.0R_336H,10,0.10,66,32,34,30.30%,-34.62%,653.81,36.82%,14.09%,0.58,-5.25,23.91,-17.92,92.14,-50.46,12,0,24,-25.88%,31.94%,0.32,51.02
4H唐奇安趋势_L60_EMA180_ADX18_S2.4_8x_15%_T2.4_无固定止盈_168H,8,0.15,47,22,25,27.66%,-34.69%,653.12,34.69%,14.64%,0.51,-7.38,27.85,-20.85,97.70,-62.87,15,0,18,-24.65%,31.92%,0.34,44.10
1H唐奇安趋势_L48_EMA200_ADX24_S2.4_10x_15%_T3_无固定止盈_168H,10,0.15,125,60,65,37.60%,-28.93%,710.75,37.61%,23.61%,0.79,-2.31,23.15,-17.66,186.28,-49.11,18,0,47,-22.54%,37.61%,0.69,18.67
1H唐奇安趋势_L48_EMA200_ADX24_S2.4_10x_15%_T3_无固定止盈_336H,10,0.15,125,60,65,37.60%,-28.93%,710.75,37.61%,23.61%,0.79,-2.31,23.15,-17.66,186.28,-49.11,18,0,47,-22.54%,37.61%,0.69,18.67
4H唐奇安趋势_L20_EMA180_ADX18_S2.4_8x_15%_T2.4_3.0R_96H,8,0.15,63,28,35,34.92%,-30.94%,690.57,38.27%,13.93%,0.67,-4.91,27.93,-22.53,111.02,-61.61,9,0,24,-27.97%,34.92%,0.38,44.27
4H唐奇安趋势_L60_EMA180_ADX18_S2.4_10x_15%_T2.4_3.0R_96H,10,0.15,47,22,25,27.66%,-37.97%,620.29,37.97%,18.06%,0.55,-8.08,35.09,-24.58,117.13,-76.72,8,0,18,-25.51%,34.26%,0.41,40.06
1H唐奇安趋势_L48_EMA200_ADX24_S2.4_10x_15%_T3_无固定止盈_96H,10,0.15,126,61,65,37.30%,-29.27%,707.31,37.61%,23.61%,0.79,-2.32,23.22,-17.52,185.38,-48.87,18,0,47,-22.54%,37.61%,0.69,18.07
4H唐奇安趋势_L20_EMA180_ADX18_S2.4_10x_15%_T3_无固定止盈_336H,10,0.15,47,21,26,38.30%,-16.02%,839.82,43.71%,20.22%,0.87,-3.41,57.06,-40.94,213.43,-106.84,9,0,20,-29.52%,42.97%,0.46,80.87
1H唐奇安趋势_L48_EMA150_ADX24_S2.4_8x_20%_T3_3.0R_168H,8,0.20,133,64,69,37.59%,-29.66%,703.40,37.03%,22.47%,0.81,-2.23,25.44,-18.90,141.32,-51.77,18,0,49,-23.46%,37.03%,0.69,17.87
1H唐奇安趋势_L48_EMA150_ADX24_S2.4_8x_20%_T3_3.0R_336H,8,0.20,133,64,69,37.59%,-29.66%,703.40,37.03%,22.47%,0.81,-2.23,25.44,-18.90,141.32,-51.77,18,0,49,-23.46%,37.03%,0.69,17.87
4H唐奇安趋势_L20_EMA180_ADX18_S2.4_8x_20%_T3_3.0R_168H,8,0.20,52,24,28,40.38%,-8.42%,915.79,50.41%,22.37%,0.95,-1.62,74.84,-53.41,380.27,-176.23,9,0,21,-26.35%,50.41%,0.66,71.10
1H唐奇安趋势_L48_EMA150_ADX24_S2.4_8x_20%_T3_3.0R_96H,8,0.20,134,65,69,37.31%,-30.02%,699.76,37.03%,22.47%,0.81,-2.24,25.49,-18.75,140.59,-51.51,18,0,49,-23.46%,37.03%,0.69,17.31
4H唐奇安趋势_L20_EMA180_ADX22_S2.4_10x_20%_T3_3.0R_168H,10,0.20,42,19,23,45.24%,4.83%,1048.34,55.35%,32.54%,1.03,1.15,101.88,-82.06,567.58,-276.70,10,0,17,-26.87%,55.35%,0.70,65.76
4H唐奇安趋势_L20_EMA120_ADX22_S2.4_8x_20%_T3_3.0R_336H,8,0.20,46,21,25,39.13%,-15.43%,845.70,49.46%,26.77%,0.89,-3.35,69.34,-50.08,337.17,-156.26,10,0,18,-23.29%,49.46%,0.69,69.63
4H唐奇安趋势_L20_EMA180_ADX18_S2.4_8x_20%_T3_无固定止盈_168H,8,0.20,48,22,26,41.67%,-9.03%,909.66,45.95%,21.45%,0.93,-1.88,64.83,-49.53,293.95,-126.98,9,0,20,-31.27%,45.13%,0.46,73.94
1H唐奇安趋势_L96_EMA200_ADX24_S2.4_8x_15%_T2.4_无固定止盈_96H,8,0.15,119,59,60,36.97%,-36.12%,638.81,37.45%,12.15%,0.60,-3.04,12.38,-12.08,109.41,-34.75,16,0,41,-22.68%,33.87%,0.53,13.12
1H唐奇安趋势_L96_EMA200_ADX24_S2.4_8x_15%_T2.4_无固定止盈_168H,8,0.15,119,59,60,36.97%,-36.12%,638.81,37.45%,12.15%,0.60,-3.04,12.38,-12.08,109.41,-34.75,16,0,41,-22.68%,33.87%,0.53,13.12
1H唐奇安趋势_L96_EMA200_ADX24_S2.4_8x_15%_T2.4_无固定止盈_336H,8,0.15,119,59,60,36.97%,-36.12%,638.81,37.45%,12.15%,0.60,-3.04,12.38,-12.08,109.41,-34.75,16,0,41,-22.68%,33.87%,0.53,13.12
1H唐奇安趋势_L72_EMA200_ADX20_S2.4_8x_20%_T2.4_无固定止盈_96H,8,0.20,137,68,69,38.69%,-31.30%,687.00,39.29%,19.23%,0.76,-2.28,18.65,-15.49,156.95,-50.55,19,0,47,-21.09%,36.80%,0.65,13.39
1H唐奇安趋势_L72_EMA200_ADX20_S2.4_8x_20%_T2.4_无固定止盈_168H,8,0.20,137,68,69,38.69%,-31.30%,687.00,39.29%,19.23%,0.76,-2.28,18.65,-15.49,156.95,-50.55,19,0,47,-21.09%,36.80%,0.65,13.39
1H唐奇安趋势_L72_EMA200_ADX20_S2.4_8x_20%_T2.4_无固定止盈_336H,8,0.20,137,68,69,38.69%,-31.30%,687.00,39.29%,19.23%,0.76,-2.28,18.65,-15.49,156.95,-50.55,19,0,47,-21.09%,36.80%,0.65,13.39
4H唐奇安趋势_L20_EMA180_ADX22_S2.4_8x_15%_T2.4_无固定止盈_168H,8,0.15,49,22,27,28.57%,-29.41%,705.95,35.52%,11.80%,0.62,-6.00,34.92,-22.37,108.37,-58.05,16,0,19,-26.58%,33.66%,0.32,45.44
4H唐奇安趋势_L20_EMA180_ADX18_S2.4_8x_15%_T2.4_无固定止盈_96H,8,0.15,63,28,35,34.92%,-33.23%,667.66,38.27%,13.93%,0.63,-5.28,25.87,-21.99,104.48,-59.57,9,0,24,-27.97%,34.92%,0.38,44.30
4H唐奇安趋势_L60_EMA120_ADX18_S2.4_8x_15%_T2.4_3.0R_336H,8,0.15,49,22,27,26.53%,-39.26%,607.36,39.26%,14.64%,0.45,-8.01,24.41,-19.72,89.82,-57.80,12,0,18,-23.79%,31.13%,0.35,44.70
4H唐奇安趋势_L60_EMA180_ADX22_S2.4_10x_20%_T2.4_无固定止盈_96H,10,0.20,40,18,22,30.00%,-42.66%,573.42,44.59%,15.37%,0.50,-10.66,36.11,-30.71,138.54,-76.43,6,0,15,-22.58%,34.21%,0.51,38.16
4H唐奇安趋势_L20_EMA120_ADX18_S2.4_5x_20%_T2.4_无固定止盈_336H,5,0.20,66,32,34,30.30%,-36.45%,635.47,37.87%,14.09%,0.55,-5.52,22.16,-17.56,81.07,-49.04,12,0,24,-25.88%,31.94%,0.32,51.04
4H唐奇安趋势_L20_EMA120_ADX18_S2.4_10x_10%_T2.4_无固定止盈_336H,10,0.10,66,32,34,30.30%,-36.45%,635.47,37.87%,14.09%,0.55,-5.52,22.16,-17.56,81.07,-49.04,12,0,24,-25.88%,31.94%,0.32,51.04
4H唐奇安趋势_L20_EMA180_ADX18_S2.4_10x_15%_T3_无固定止盈_96H,10,0.15,57,25,32,33.33%,-25.80%,741.98,42.79%,20.34%,0.79,-4.53,49.63,-31.61,132.62,-86.81,8,0,22,-27.55%,40.89%,0.53,55.66
1H唐奇安趋势_L72_EMA150_ADX20_S2.4_8x_20%_T2.4_无固定止盈_96H,8,0.20,138,68,70,38.41%,-32.08%,679.23,39.58%,19.23%,0.75,-2.32,18.38,-15.24,155.18,-49.98,19,0,47,-21.09%,36.80%,0.65,13.36
1H唐奇安趋势_L72_EMA150_ADX20_S2.4_8x_20%_T2.4_无固定止盈_168H,8,0.20,138,68,70,38.41%,-32.08%,679.23,39.58%,19.23%,0.75,-2.32,18.38,-15.24,155.18,-49.98,19,0,47,-21.09%,36.80%,0.65,13.36
1H唐奇安趋势_L72_EMA150_ADX20_S2.4_8x_20%_T2.4_无固定止盈_336H,8,0.20,138,68,70,38.41%,-32.08%,679.23,39.58%,19.23%,0.75,-2.32,18.38,-15.24,155.18,-49.98,19,0,47,-21.09%,36.80%,0.65,13.36
4H唐奇安趋势_L20_EMA180_ADX22_S2.4_8x_15%_T2.4_3.0R_336H,8,0.15,49,22,27,26.53%,-30.72%,692.83,35.52%,11.80%,0.61,-6.27,36.23,-21.62,112.50,-56.97,16,0,19,-26.58%,33.66%,0.32,46.64
4H唐奇安趋势_L60_EMA180_ADX18_S2.4_10x_15%_T2.4_无固定止盈_96H,10,0.15,47,22,25,27.66%,-39.64%,603.58,39.64%,18.06%,0.52,-8.43,32.54,-24.10,113.98,-74.66,8,0,18,-25.51%,34.26%,0.41,40.09
4H唐奇安趋势_L20_EMA120_ADX18_S2.4_10x_15%_T3_3.0R_168H,10,0.15,58,28,30,37.93%,-16.85%,831.50,50.15%,25.64%,0.90,-2.91,66.07,-45.05,309.85,-141.73,9,0,22,-23.74%,50.15%,0.68,68.91
4H唐奇安趋势_L60_EMA180_ADX18_S2.4_8x_15%_T2.4_3.0R_336H,8,0.15,47,22,25,25.53%,-36.64%,633.60,36.64%,14.64%,0.48,-7.80,27.74,-19.98,94.78,-60.99,15,0,18,-24.65%,31.92%,0.34,45.35
4H唐奇安趋势_L20_EMA180_ADX22_S2.4_8x_20%_T2.4_3.0R_96H,8,0.20,51,22,29,35.29%,-32.83%,671.75,40.07%,15.53%,0.67,-6.44,37.80,-30.57,155.85,-77.82,7,0,19,-28.59%,37.46%,0.44,40.45
4H唐奇安趋势_L20_EMA120_ADX22_S2.4_8x_20%_T3_无固定止盈_336H,8,0.20,43,19,24,39.53%,-20.84%,791.56,44.07%,18.97%,0.82,-4.85,57.70,-45.75,153.64,-97.15,9,0,17,-28.42%,44.07%,0.49,72.29
4H唐奇安趋势_L20_EMA180_ADX22_S2.4_10x_20%_T3_无固定止盈_168H,10,0.20,39,17,22,46.15%,-2.58%,974.17,49.24%,23.31%,0.98,-0.66,83.08,-72.44,255.76,-166.24,9,0,16,-32.31%,49.24%,0.51,68.40
4H唐奇安趋势_L60_EMA120_ADX18_S2.4_8x_15%_T2.4_无固定止盈_336H,8,0.15,49,22,27,26.53%,-40.59%,594.06,40.59%,14.64%,0.42,-8.28,22.58,-19.43,87.85,-56.53,12,0,18,-23.79%,31.13%,0.35,44.73
4H唐奇安趋势_L60_EMA120_ADX18_S2.4_8x_20%_T2.4_3.0R_96H,8,0.20,49,22,27,28.57%,-42.49%,575.14,42.83%,19.17%,0.52,-8.67,32.80,-25.26,114.60,-75.50,6,0,18,-24.74%,34.49%,0.45,39.28
1H唐奇安趋势_L96_EMA150_ADX24_S2.4_8x_15%_T2.4_无固定止盈_96H,8,0.15,120,59,61,36.67%,-37.76%,622.41,39.05%,12.15%,0.59,-3.15,12.11,-11.98,106.60,-33.86,16,0,41,-22.68%,33.87%,0.53,13.15
1H唐奇安趋势_L96_EMA150_ADX24_S2.4_8x_15%_T2.4_无固定止盈_168H,8,0.15,120,59,61,36.67%,-37.76%,622.41,39.05%,12.15%,0.59,-3.15,12.11,-11.98,106.60,-33.86,16,0,41,-22.68%,33.87%,0.53,13.15
1H唐奇安趋势_L96_EMA150_ADX24_S2.4_8x_15%_T2.4_无固定止盈_336H,8,0.15,120,59,61,36.67%,-37.76%,622.41,39.05%,12.15%,0.59,-3.15,12.11,-11.98,106.60,-33.86,16,0,41,-22.68%,33.87%,0.53,13.15
1H唐奇安趋势_L72_EMA200_ADX20_S2.4_10x_20%_T3_无固定止盈_168H,10,0.20,119,57,62,35.29%,-25.81%,741.94,42.91%,22.89%,0.85,-2.17,34.26,-22.04,267.06,-71.55,13,0,42,-24.71%,42.91%,0.66,19.83
1H唐奇安趋势_L72_EMA200_ADX20_S2.4_10x_20%_T3_无固定止盈_336H,10,0.20,119,57,62,35.29%,-25.81%,741.94,42.91%,22.89%,0.85,-2.17,34.26,-22.04,267.06,-71.55,13,0,42,-24.71%,42.91%,0.66,19.83
