策略,方向,入场时间,出场时间,入场价,出场价,初始止损,最终止损,目标价,强平价,杠杆,保证金比例,保证金U,名义仓位U,盈亏U,收益率,入场前权益,出场后权益,出场原因,持仓小时,备注
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2021-07-16 20:00,2021-07-20 20:00,31091.09,29688.77,32544.03,31044.46,26732.27,36687.49,5,20%,200.00,1000.00,44.13,4.41%,1000.00,1044.13,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2021-07-24 08:00,2021-07-26 09:00,33651.66,38218.74,32128.03,35050.41,38222.57,27594.37,5,20%,208.83,1044.13,140.59,13.46%,1044.13,1184.72,目标止盈,49.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2021-07-26 12:00,2021-07-27 04:00,38290.13,38286.30,36074.94,38290.13,44935.69,31397.91,5,20%,236.94,1184.72,-1.30,-0.11%,1184.72,1183.41,保本止损,16.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2021-07-28 20:00,2021-08-01 20:00,40751.07,41582.84,37898.17,39039.06,49309.79,33415.88,5,20%,236.68,1183.41,22.96,1.94%,1183.41,1206.37,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2021-08-08 08:00,2021-08-12 08:00,44595.76,45506.75,41776.23,43281.36,53054.36,36568.52,5,20%,241.27,1206.37,23.42,1.94%,1206.37,1229.80,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2021-08-21 08:00,2021-08-25 08:00,49324.53,47675.53,46908.52,47539.30,56572.56,40446.12,5,20%,245.96,1229.80,-42.32,-3.44%,1229.80,1187.47,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2021-09-15 20:00,2021-09-19 20:00,47557.56,47329.17,45307.21,46058.81,54308.60,38997.20,5,20%,237.49,1187.47,-6.89,-0.58%,1187.47,1180.59,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2021-09-20 20:00,2021-09-21 10:45,43724.03,43050.97,46094.73,43046.67,36611.91,51594.35,5,20%,236.12,1180.59,17.00,1.44%,1180.59,1197.59,跟踪止损,14.75,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2021-10-01 20:00,2021-10-05 20:00,47512.55,49882.51,44704.04,47512.55,55938.08,38960.29,5,20%,239.52,1197.59,58.51,4.89%,1197.59,1256.10,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2021-10-06 04:00,2021-10-10 04:00,51196.12,54661.63,48792.76,53217.07,58406.20,41980.82,5,20%,251.22,1256.10,83.73,6.67%,1256.10,1339.82,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2021-10-12 00:00,2021-10-13 04:00,57455.44,54407.17,54412.61,54412.61,66583.95,47113.46,5,20%,267.96,1339.82,-72.39,-5.40%,1339.82,1267.44,初始止损,28.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2021-10-14 12:00,2021-10-18 04:15,58091.21,59178.81,54905.68,59184.73,67647.78,47634.79,5,20%,253.49,1267.44,22.45,1.77%,1267.44,1289.89,跟踪止损,88.25,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2021-11-08 12:00,2021-11-11 04:45,65241.62,66098.21,62792.55,66104.82,72588.83,53498.13,5,20%,257.98,1289.89,15.64,1.21%,1289.89,1305.52,跟踪止损,64.75,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2021-11-19 00:00,2021-11-21 07:00,58099.29,59787.46,61449.16,59781.48,48049.67,68557.16,5,20%,261.10,1305.52,-39.26,-3.01%,1305.52,1266.27,跟踪止损,55.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2021-12-04 16:00,2021-12-08 16:00,47231.98,50501.25,52290.91,52290.91,32055.19,55733.73,5,20%,253.25,1266.27,-88.96,-7.03%,1266.27,1177.31,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2021-12-24 04:00,2021-12-28 04:00,51114.11,51200.38,48917.79,49361.89,57703.07,41913.57,5,20%,235.46,1177.31,0.81,0.07%,1177.31,1178.12,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2021-12-29 04:00,2021-12-31 16:45,47672.03,48564.41,49807.75,48559.56,41264.89,56253.00,5,20%,235.62,1178.12,-23.24,-1.97%,1178.12,1154.87,跟踪止损,60.75,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2022-01-01 04:00,2022-01-05 04:00,45711.33,46071.61,48065.91,48065.91,38647.58,53939.37,5,20%,230.97,1154.87,-10.26,-0.89%,1154.87,1144.61,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2022-01-07 12:00,2022-01-11 12:00,41806.12,42271.03,44122.94,42512.20,34855.65,49331.22,5,20%,228.92,1144.61,-13.88,-1.21%,1144.61,1130.73,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2022-01-22 08:00,2022-01-25 02:45,36451.15,36286.41,39149.26,36282.78,28356.83,43012.36,5,20%,226.15,1130.73,3.98,0.35%,1130.73,1134.71,跟踪止损,66.75,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2022-02-05 04:00,2022-02-08 20:15,40731.57,42900.80,38584.77,42905.09,47171.98,33399.89,5,20%,226.94,1134.71,59.27,5.22%,1134.71,1193.98,跟踪止损,88.25,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2022-02-18 08:00,2022-02-22 08:00,40501.55,37011.10,42623.22,39430.27,34136.55,47791.83,5,20%,238.80,1193.98,101.76,8.52%,1193.98,1295.74,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2022-02-22 12:00,2022-02-23 19:45,36589.04,39079.07,39075.16,39075.16,29130.68,43175.07,5,20%,259.15,1295.74,-89.52,-6.91%,1295.74,1206.22,初始止损,31.75,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2022-02-24 12:00,2022-02-25 04:00,34924.01,37511.61,37507.86,37507.86,27172.44,41210.33,5,20%,241.24,1206.22,-90.62,-7.51%,1206.22,1115.59,初始止损,16.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2022-03-07 12:00,2022-03-09 11:15,37861.71,40024.90,40020.90,40020.90,31384.15,44676.82,5,20%,223.12,1115.59,-64.89,-5.82%,1115.59,1050.71,初始止损,47.25,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2022-03-19 04:00,2022-03-23 04:00,42029.70,42282.07,40078.48,41041.45,47883.36,34464.36,5,20%,210.14,1050.71,5.26,0.50%,1050.71,1055.96,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2022-03-25 00:00,2022-03-29 00:00,43992.30,47424.06,42204.37,45714.46,49356.09,36073.69,5,20%,211.19,1055.96,81.28,7.70%,1055.96,1137.24,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2022-04-09 08:00,2022-04-13 08:00,42246.67,40074.31,44129.02,41487.52,36599.65,49851.08,5,20%,227.45,1137.24,57.37,5.04%,1137.24,1194.61,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2022-04-21 20:00,2022-04-22 04:30,42443.34,40898.20,40902.29,40902.29,47066.51,34803.54,5,20%,238.92,1194.61,-44.66,-3.74%,1194.61,1149.95,初始止损,8.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2022-04-25 16:00,2022-04-26 02:45,38441.66,39908.33,39904.34,39904.34,34053.60,45361.15,5,20%,229.99,1149.95,-45.05,-3.92%,1149.95,1104.90,初始止损,10.75,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2022-05-01 08:00,2022-05-02 12:45,37626.74,39152.19,39148.28,39148.28,33062.12,44399.55,5,20%,220.98,1104.90,-45.92,-4.16%,1104.90,1058.98,初始止损,28.75,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2022-05-06 00:00,2022-05-10 00:00,36896.31,32363.34,38705.34,34306.81,31469.21,43537.65,5,20%,211.80,1058.98,129.11,12.19%,1058.98,1188.09,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2022-05-10 04:00,2022-05-10 14:15,30940.31,32369.71,33061.88,32366.47,24575.59,36509.56,5,20%,237.62,1188.09,-56.10,-4.72%,1188.09,1131.99,跟踪止损,10.25,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2022-06-12 00:00,2022-06-13 16:30,28412.76,24442.46,29737.01,26198.16,24440.01,33527.05,5,20%,226.40,1131.99,157.13,13.88%,1131.99,1289.11,目标止盈,40.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2022-06-13 20:00,2022-06-16 06:15,23719.93,22749.33,25858.04,22747.05,17305.58,27989.51,5,20%,257.82,1289.11,51.49,3.99%,1289.11,1340.60,跟踪止损,58.25,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2022-06-18 16:00,2022-06-20 02:45,19259.67,20261.42,21406.31,20259.39,12819.76,22726.42,5,20%,268.12,1340.60,-71.10,-5.30%,1340.60,1269.50,跟踪止损,34.75,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2022-06-30 16:00,2022-07-01 07:45,19428.66,19880.92,20455.22,19878.93,16348.95,22925.82,5,20%,253.90,1269.50,-30.84,-2.43%,1269.50,1238.66,跟踪止损,15.75,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2022-07-13 04:00,2022-07-14 07:15,19392.26,20171.31,20404.24,20169.30,16356.33,22882.87,5,20%,247.73,1238.66,-51.02,-4.12%,1238.66,1187.63,跟踪止损,27.25,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2022-07-19 00:00,2022-07-19 03:45,22683.17,21404.59,21406.73,21406.73,26512.47,18600.20,5,20%,237.53,1187.63,-68.10,-5.73%,1187.63,1119.54,初始止损,3.75,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2022-07-20 00:00,2022-07-23 20:00,23130.51,22188.79,21458.50,22191.01,28146.54,18967.02,5,20%,223.91,1119.54,-46.68,-4.17%,1119.54,1072.86,跟踪止损,92.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2022-07-27 00:00,2022-07-28 02:00,20746.23,21890.12,21887.93,21887.93,17321.12,24480.55,5,20%,214.57,1072.86,-60.26,-5.62%,1072.86,1012.60,初始止损,26.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2022-07-31 00:00,2022-08-01 06:15,24532.45,23282.67,23285.00,23285.00,28274.82,20116.61,5,20%,202.52,1012.60,-52.57,-5.19%,1012.60,960.03,初始止损,30.25,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2022-08-20 08:00,2022-08-24 08:00,20833.12,21527.55,21945.49,21945.49,17496.00,24583.08,5,20%,192.01,960.03,-32.98,-3.43%,960.03,927.05,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2022-08-27 08:00,2022-08-31 08:00,20234.48,19815.48,21165.37,20661.41,17441.80,23876.68,5,20%,185.41,927.05,18.28,1.97%,927.05,945.33,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2022-09-09 20:00,2022-09-13 20:00,20939.29,22524.05,20004.96,21553.71,23742.28,17170.22,5,20%,189.07,945.33,70.56,7.46%,945.33,1015.90,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2022-09-19 12:00,2022-09-19 22:30,18772.92,19294.31,19637.01,19292.38,16180.67,22152.05,5,20%,203.18,1015.90,-29.25,-2.88%,1015.90,986.65,跟踪止损,10.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2022-10-13 20:00,2022-10-13 23:15,18750.82,18705.05,19235.15,18703.18,17297.86,22125.97,5,20%,197.33,986.65,1.42,0.14%,986.65,988.08,跟踪止损,3.25,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2022-10-26 04:00,2022-10-28 04:15,20278.13,20352.27,19740.40,20354.30,21891.30,16628.06,5,20%,197.62,988.08,2.62,0.27%,988.08,990.70,跟踪止损,48.25,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2022-11-05 12:00,2022-11-07 14:15,21450.04,20751.50,20753.57,20753.57,23539.46,17589.04,5,20%,198.14,990.70,-33.24,-3.35%,990.70,957.46,初始止损,50.25,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2022-11-08 16:00,2022-11-09 00:00,19791.32,20166.92,20551.62,20164.90,17510.43,23353.76,5,20%,191.49,957.46,-19.14,-2.00%,957.46,938.32,跟踪止损,8.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2022-11-09 04:00,2022-11-10 21:30,18250.27,17216.05,19640.46,17214.33,14079.71,21535.32,5,20%,187.66,938.32,52.26,5.57%,938.32,990.59,跟踪止损,41.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2022-11-22 04:00,2022-11-22 21:45,15724.73,16197.20,16332.72,16195.58,13900.74,18555.18,5,20%,198.12,990.59,-30.77,-3.11%,990.59,959.82,跟踪止损,17.75,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2022-12-15 00:00,2022-12-15 03:00,18053.11,17905.53,17668.44,17907.32,19207.11,14803.55,5,20%,191.96,959.82,-8.80,-0.92%,959.82,951.01,跟踪止损,3.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2022-12-17 04:00,2022-12-20 10:30,16865.01,16866.70,17396.82,16865.01,15269.59,19900.72,5,20%,190.20,951.01,-1.05,-0.11%,951.01,949.97,保本止损,78.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2022-12-29 08:00,2022-12-31 05:00,16548.54,16669.40,16814.79,16667.74,15749.81,19527.28,5,20%,189.99,949.97,-7.89,-0.83%,949.97,942.08,跟踪止损,45.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2023-01-09 08:00,2023-01-10 07:00,17131.61,17133.72,16918.49,17135.44,17770.99,14047.92,5,20%,188.42,942.08,-0.83,-0.09%,942.08,941.25,跟踪止损,23.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2023-01-11 04:00,2023-01-12 08:45,17430.74,18203.37,17172.59,17684.92,18205.19,14293.21,5,20%,188.25,941.25,40.76,4.33%,941.25,982.01,目标止盈,28.75,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2023-01-12 12:00,2023-01-14 04:15,18224.42,19418.51,17825.75,18914.18,19420.45,14944.03,5,20%,196.40,982.01,63.33,6.45%,982.01,1045.34,目标止盈,40.25,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2023-01-14 08:00,2023-01-14 17:15,19930.89,20664.29,19217.88,20666.35,22069.92,16343.33,5,20%,209.07,1045.34,37.40,3.58%,1045.34,1082.74,跟踪止损,9.25,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2023-01-21 08:00,2023-01-25 08:00,22669.27,22630.74,21743.71,22233.89,25445.94,18588.80,5,20%,216.55,1082.74,-2.92,-0.27%,1082.74,1079.82,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2023-01-30 04:00,2023-01-30 17:30,23906.19,23133.03,23135.35,23135.35,26218.72,19603.08,5,20%,215.96,1079.82,-35.98,-3.33%,1079.82,1043.83,初始止损,13.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2023-02-10 08:00,2023-02-14 08:00,21799.92,21780.48,22564.04,22298.33,19507.55,25723.91,5,20%,208.77,1043.83,-0.11,-0.01%,1043.83,1043.72,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2023-02-16 04:00,2023-02-17 05:30,23328.13,24360.22,22614.96,24362.65,25467.64,19129.07,5,20%,208.74,1043.72,45.11,4.32%,1043.72,1088.83,跟踪止损,25.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2023-03-09 08:00,2023-03-10 18:30,21710.43,19743.74,22366.65,20582.34,19741.77,25618.31,5,20%,217.77,1088.83,97.59,8.96%,1088.83,1186.42,目标止盈,34.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2023-03-10 20:00,2023-03-11 09:30,19760.62,20625.41,20623.35,20623.35,17172.45,23317.54,5,20%,237.28,1186.42,-53.13,-4.48%,1186.42,1133.29,初始止损,13.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2023-03-14 00:00,2023-03-15 03:00,24019.50,24593.10,22500.28,24595.56,28577.15,19695.99,5,20%,226.66,1133.29,25.92,2.29%,1133.29,1159.21,跟踪止损,27.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2023-03-17 20:00,2023-03-21 20:00,26920.29,28040.40,25213.75,26365.31,32039.92,22074.64,5,20%,231.84,1159.21,47.05,4.06%,1159.21,1206.25,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2023-03-23 00:00,2023-03-23 03:00,28595.96,27240.99,27243.71,27243.71,32652.70,23448.69,5,20%,241.25,1206.25,-58.33,-4.84%,1206.25,1147.92,初始止损,3.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2023-04-11 08:00,2023-04-12 23:00,29642.96,29640.00,28849.09,29642.96,32024.59,24307.23,5,20%,229.58,1147.92,-1.26,-0.11%,1147.92,1146.66,保本止损,39.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2023-04-14 12:00,2023-04-17 08:30,30709.57,29820.66,29823.65,29823.65,33367.34,25181.85,5,20%,229.33,1146.66,-34.32,-2.99%,1146.66,1112.34,初始止损,68.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2023-04-21 04:00,2023-04-25 04:00,28106.09,27386.14,29170.21,28106.09,24913.72,33165.19,5,20%,222.47,1112.34,27.39,2.46%,1112.34,1139.73,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2023-04-27 00:00,2023-04-27 03:30,29819.08,28705.75,28708.63,28708.63,33150.45,24451.65,5,20%,227.95,1139.73,-43.67,-3.83%,1139.73,1096.06,初始止损,3.50,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做空,2023-05-12 12:00,2023-05-14 23:00,26588.84,27150.39,27671.96,27147.68,23339.47,31374.83,5,20%,219.21,1096.06,-24.26,-2.21%,1096.06,1071.80,跟踪止损,59.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向下跌破40根低点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2023-06-21 04:00,2023-06-22 00:15,27984.90,30598.59,27112.65,28966.18,30601.65,22947.62,5,20%,214.36,1071.80,98.98,9.23%,1071.80,1170.79,目标止盈,20.25,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5年固定版_5x_20%,做多,2023-06-22 04:00,2023-06-26 04:00,30121.51,30432.86,28901.64,30121.51,33781.14,24699.64,5,20%,234.16,1170.79,10.92,0.93%,1170.79,1181.71,时间退出,96.00,4H唐奇安趋势_L40_EMA180_ADX22_S2.4 向上突破40根高点
